week,day_of_week,course_day,lesson_id,unit_number,unit_title,phase,evidence_type,standards
10,Wednesday,48,ma-g3-mathematics-u03-l12,3,Multiplication and Division Fluency Within 100,Applied problem solving,independent-evidence,3.OA.6;3.OA.7
10,Thursday,49,ma-g3-mathematics-u03-l13,3,Multiplication and Division Fluency Within 100,Performance task: plan,project,3.OA.5;3.OA.7;MP.4
10,Friday,50,ma-g3-mathematics-u03-l14,3,Multiplication and Division Fluency Within 100,Performance task: build,project,3.OA.5;3.OA.7
11,Monday,51,ma-g3-mathematics-u03-l15,3,Multiplication and Division Fluency Within 100,Synthesis and review,retrieval,3.OA.5;3.OA.7;3.NBT.3
11,Tuesday,52,ma-g3-mathematics-u03-l16,3,Multiplication and Division Fluency Within 100,Unit assessment,assessment,3.OA.4;3.OA.5;3.OA.6;3.OA.7;3.NBT.3
11,Wednesday,53,ma-g3-mathematics-u03-l17,3,Multiplication and Division Fluency Within 100,Targeted correction and reassessment,reassessment,3.OA.6;3.OA.7
11,Thursday,54,ma-g3-mathematics-u03-l18,3,Multiplication and Division Fluency Within 100,"Transfer, reflection, and publication",independent-evidence,3.OA.7;MP.6
11,Friday,55,ma-g3-mathematics-u04-l01,4,"Properties, Patterns, and Two-Step Problems",Launch and diagnostic,instruction,3.OA.8;MP.1
12,Monday,56,ma-g3-mathematics-u04-l02,4,"Properties, Patterns, and Two-Step Problems",Concept build A,instruction,3.OA.8
12,Tuesday,57,ma-g3-mathematics-u04-l03,4,"Properties, Patterns, and Two-Step Problems",Concept build B,instruction,3.OA.8
12,Wednesday,58,ma-g3-mathematics-u04-l04,4,"Properties, Patterns, and Two-Step Problems",Guided practice A,guided-practice,3.OA.8;MP.6
12,Thursday,59,ma-g3-mathematics-u04-l05,4,"Properties, Patterns, and Two-Step Problems",Independent evidence A,independent-evidence,3.OA.8
12,Friday,60,ma-g3-mathematics-u04-l06,4,"Properties, Patterns, and Two-Step Problems",Concept build C,instruction,3.OA.8;MP.3
13,Monday,61,ma-g3-mathematics-u04-l07,4,"Properties, Patterns, and Two-Step Problems",Guided practice B,guided-practice,3.OA.8
13,Tuesday,62,ma-g3-mathematics-u04-l08,4,"Properties, Patterns, and Two-Step Problems",Error analysis and repair,guided-practice,3.OA.8;MP.3
13,Wednesday,63,ma-g3-mathematics-u04-l09,4,"Properties, Patterns, and Two-Step Problems",Retrieval and fluency,retrieval,3.OA.7;3.OA.8
13,Thursday,64,ma-g3-mathematics-u04-l10,4,"Properties, Patterns, and Two-Step Problems",Independent evidence B,independent-evidence,3.OA.8
13,Friday,65,ma-g3-mathematics-u04-l11,4,"Properties, Patterns, and Two-Step Problems",Concept extension,instruction,3.OA.9
14,Monday,66,ma-g3-mathematics-u04-l12,4,"Properties, Patterns, and Two-Step Problems",Applied problem solving,independent-evidence,3.OA.5;3.OA.9;3.NBT.3
14,Tuesday,67,ma-g3-mathematics-u04-l13,4,"Properties, Patterns, and Two-Step Problems",Performance task: plan,project,3.OA.8;MP.4
14,Wednesday,68,ma-g3-mathematics-u04-l14,4,"Properties, Patterns, and Two-Step Problems",Performance task: build,project,3.OA.8;3.OA.9
14,Thursday,69,ma-g3-mathematics-u04-l15,4,"Properties, Patterns, and Two-Step Problems",Synthesis and review,retrieval,3.OA.8;3.OA.9
14,Friday,70,ma-g3-mathematics-u04-l16,4,"Properties, Patterns, and Two-Step Problems",Unit assessment,assessment,3.OA.5;3.OA.8;3.OA.9;3.NBT.3
15,Monday,71,ma-g3-mathematics-u04-l17,4,"Properties, Patterns, and Two-Step Problems",Targeted correction and reassessment,reassessment,3.OA.8;3.OA.9
15,Tuesday,72,ma-g3-mathematics-u04-l18,4,"Properties, Patterns, and Two-Step Problems","Transfer, reflection, and publication",independent-evidence,3.OA.8;MP.1;MP.4
15,Wednesday,73,ma-g3-mathematics-u05-l01,5,Understanding Fractions as Numbers,Launch and diagnostic,instruction,3.NF.1;MP.1
15,Thursday,74,ma-g3-mathematics-u05-l02,5,Understanding Fractions as Numbers,Concept build A,instruction,3.NF.1;3.G.2
15,Friday,75,ma-g3-mathematics-u05-l03,5,Understanding Fractions as Numbers,Concept build B,instruction,3.NF.1
16,Monday,76,ma-g3-mathematics-u05-l04,5,Understanding Fractions as Numbers,Guided practice A,guided-practice,3.NF.1
16,Tuesday,77,ma-g3-mathematics-u05-l05,5,Understanding Fractions as Numbers,Independent evidence A,independent-evidence,3.NF.1;3.G.2
16,Wednesday,78,ma-g3-mathematics-u05-l06,5,Understanding Fractions as Numbers,Concept build C,instruction,3.NF.2
16,Thursday,79,ma-g3-mathematics-u05-l07,5,Understanding Fractions as Numbers,Guided practice B,guided-practice,3.NF.2
16,Friday,80,ma-g3-mathematics-u05-l08,5,Understanding Fractions as Numbers,Error analysis and repair,guided-practice,3.NF.2;MP.3
17,Monday,81,ma-g3-mathematics-u05-l09,5,Understanding Fractions as Numbers,Retrieval and fluency,retrieval,3.NF.1
17,Tuesday,82,ma-g3-mathematics-u05-l10,5,Understanding Fractions as Numbers,Independent evidence B,independent-evidence,3.NF.2
17,Wednesday,83,ma-g3-mathematics-u05-l11,5,Understanding Fractions as Numbers,Concept extension,instruction,3.NF.1;3.G.2
17,Thursday,84,ma-g3-mathematics-u05-l12,5,Understanding Fractions as Numbers,Applied problem solving,independent-evidence,3.NF.1;MP.6
17,Friday,85,ma-g3-mathematics-u05-l13,5,Understanding Fractions as Numbers,Performance task: plan,project,3.NF.1;3.NF.2;MP.4
18,Monday,86,ma-g3-mathematics-u05-l14,5,Understanding Fractions as Numbers,Performance task: build,project,3.NF.1;3.NF.2
18,Tuesday,87,ma-g3-mathematics-u05-l15,5,Understanding Fractions as Numbers,Synthesis and review,retrieval,3.NF.1;3.NF.2
18,Wednesday,88,ma-g3-mathematics-u05-l16,5,Understanding Fractions as Numbers,Unit assessment,assessment,3.NF.1;3.NF.2;3.G.2
18,Thursday,89,ma-g3-mathematics-u05-l17,5,Understanding Fractions as Numbers,Targeted correction and reassessment,reassessment,3.NF.1;3.NF.2
18,Friday,90,ma-g3-mathematics-u05-l18,5,Understanding Fractions as Numbers,"Transfer, reflection, and publication",independent-evidence,3.NF.2;MP.4
19,Monday,91,ma-g3-mathematics-u06-l01,6,Equivalent Fractions and Comparison,Launch and diagnostic,instruction,3.NF.3;MP.1
19,Tuesday,92,ma-g3-mathematics-u06-l02,6,Equivalent Fractions and Comparison,Concept build A,instruction,3.NF.2;3.NF.3
19,Wednesday,93,ma-g3-mathematics-u06-l03,6,Equivalent Fractions and Comparison,Concept build B,instruction,3.NF.3;3.G.2
19,Thursday,94,ma-g3-mathematics-u06-l04,6,Equivalent Fractions and Comparison,Guided practice A,guided-practice,3.NF.3
19,Friday,95,ma-g3-mathematics-u06-l05,6,Equivalent Fractions and Comparison,Independent evidence A,independent-evidence,3.NF.3
20,Monday,96,ma-g3-mathematics-u06-l06,6,Equivalent Fractions and Comparison,Concept build C,instruction,3.NF.3
20,Tuesday,97,ma-g3-mathematics-u06-l07,6,Equivalent Fractions and Comparison,Guided practice B,guided-practice,3.NF.3
20,Wednesday,98,ma-g3-mathematics-u06-l08,6,Equivalent Fractions and Comparison,Error analysis and repair,guided-practice,3.NF.3;MP.3
20,Thursday,99,ma-g3-mathematics-u06-l09,6,Equivalent Fractions and Comparison,Retrieval and fluency,retrieval,3.NF.1;3.NF.3
20,Friday,100,ma-g3-mathematics-u06-l10,6,Equivalent Fractions and Comparison,Independent evidence B,independent-evidence,3.NF.3
21,Monday,101,ma-g3-mathematics-u06-l11,6,Equivalent Fractions and Comparison,Concept extension,instruction,3.NF.3
21,Tuesday,102,ma-g3-mathematics-u06-l12,6,Equivalent Fractions and Comparison,Applied problem solving,independent-evidence,3.NF.3;MP.3
21,Wednesday,103,ma-g3-mathematics-u06-l13,6,Equivalent Fractions and Comparison,Performance task: plan,project,3.NF.3;MP.4
21,Thursday,104,ma-g3-mathematics-u06-l14,6,Equivalent Fractions and Comparison,Performance task: build,project,3.NF.3
21,Friday,105,ma-g3-mathematics-u06-l15,6,Equivalent Fractions and Comparison,Synthesis and review,retrieval,3.NF.1;3.NF.3
22,Monday,106,ma-g3-mathematics-u06-l16,6,Equivalent Fractions and Comparison,Unit assessment,assessment,3.NF.1;3.NF.2;3.NF.3
22,Tuesday,107,ma-g3-mathematics-u06-l17,6,Equivalent Fractions and Comparison,Targeted correction and reassessment,reassessment,3.NF.3
22,Wednesday,108,ma-g3-mathematics-u06-l18,6,Equivalent Fractions and Comparison,"Transfer, reflection, and publication",independent-evidence,3.NF.3;MP.4
22,Thursday,109,ma-g3-mathematics-u07-l01,7,"Measurement: Time, Liquid Volume, and Mass",Launch and diagnostic,instruction,3.MD.1;3.MD.2;MP.6
22,Friday,110,ma-g3-mathematics-u07-l02,7,"Measurement: Time, Liquid Volume, and Mass",Concept build A,instruction,3.MD.1
23,Monday,111,ma-g3-mathematics-u07-l03,7,"Measurement: Time, Liquid Volume, and Mass",Concept build B,instruction,3.MD.1
23,Tuesday,112,ma-g3-mathematics-u07-l04,7,"Measurement: Time, Liquid Volume, and Mass",Guided practice A,guided-practice,3.MD.1
23,Wednesday,113,ma-g3-mathematics-u07-l05,7,"Measurement: Time, Liquid Volume, and Mass",Independent evidence A,independent-evidence,3.MD.1
23,Thursday,114,ma-g3-mathematics-u07-l06,7,"Measurement: Time, Liquid Volume, and Mass",Concept build C,instruction,3.MD.2;MP.5
23,Friday,115,ma-g3-mathematics-u07-l07,7,"Measurement: Time, Liquid Volume, and Mass",Guided practice B,guided-practice,3.MD.2
24,Monday,116,ma-g3-mathematics-u07-l08,7,"Measurement: Time, Liquid Volume, and Mass",Error analysis and repair,guided-practice,3.MD.2;MP.3
24,Tuesday,117,ma-g3-mathematics-u07-l09,7,"Measurement: Time, Liquid Volume, and Mass",Retrieval and fluency,retrieval,3.MD.1;3.MD.2
24,Wednesday,118,ma-g3-mathematics-u07-l10,7,"Measurement: Time, Liquid Volume, and Mass",Independent evidence B,independent-evidence,3.MD.2
24,Thursday,119,ma-g3-mathematics-u07-l11,7,"Measurement: Time, Liquid Volume, and Mass",Concept extension,instruction,3.MD.2;MP.6
24,Friday,120,ma-g3-mathematics-u07-l12,7,"Measurement: Time, Liquid Volume, and Mass",Applied problem solving,independent-evidence,3.OA.3;3.MD.2
25,Monday,121,ma-g3-mathematics-u07-l13,7,"Measurement: Time, Liquid Volume, and Mass",Performance task: plan,project,3.MD.1;3.MD.2;MP.4
25,Tuesday,122,ma-g3-mathematics-u07-l14,7,"Measurement: Time, Liquid Volume, and Mass",Performance task: build,project,3.MD.1;3.MD.2
25,Wednesday,123,ma-g3-mathematics-u07-l15,7,"Measurement: Time, Liquid Volume, and Mass",Synthesis and review,retrieval,3.MD.1;3.MD.2
25,Thursday,124,ma-g3-mathematics-u07-l16,7,"Measurement: Time, Liquid Volume, and Mass",Unit assessment,assessment,3.MD.1;3.MD.2
25,Friday,125,ma-g3-mathematics-u07-l17,7,"Measurement: Time, Liquid Volume, and Mass",Targeted correction and reassessment,reassessment,3.MD.1;3.MD.2
26,Monday,126,ma-g3-mathematics-u07-l18,7,"Measurement: Time, Liquid Volume, and Mass","Transfer, reflection, and publication",independent-evidence,3.MD.2;MP.4
26,Tuesday,127,ma-g3-mathematics-u08-l01,8,Data: Scaled Graphs and Measurement Line Plots,Launch and diagnostic,instruction,3.MD.3;MP.3
26,Wednesday,128,ma-g3-mathematics-u08-l02,8,Data: Scaled Graphs and Measurement Line Plots,Concept build A,instruction,3.MD.3
26,Thursday,129,ma-g3-mathematics-u08-l03,8,Data: Scaled Graphs and Measurement Line Plots,Concept build B,instruction,3.MD.3
26,Friday,130,ma-g3-mathematics-u08-l04,8,Data: Scaled Graphs and Measurement Line Plots,Guided practice A,guided-practice,3.OA.8;3.MD.3
27,Monday,131,ma-g3-mathematics-u08-l05,8,Data: Scaled Graphs and Measurement Line Plots,Independent evidence A,independent-evidence,3.MD.3
27,Tuesday,132,ma-g3-mathematics-u08-l06,8,Data: Scaled Graphs and Measurement Line Plots,Concept build C,instruction,3.MD.4;MP.5
27,Wednesday,133,ma-g3-mathematics-u08-l07,8,Data: Scaled Graphs and Measurement Line Plots,Guided practice B,guided-practice,3.MD.4
27,Thursday,134,ma-g3-mathematics-u08-l08,8,Data: Scaled Graphs and Measurement Line Plots,Error analysis and repair,guided-practice,3.MD.3;MP.3
27,Friday,135,ma-g3-mathematics-u08-l09,8,Data: Scaled Graphs and Measurement Line Plots,Retrieval and fluency,retrieval,3.MD.3
28,Monday,136,ma-g3-mathematics-u08-l10,8,Data: Scaled Graphs and Measurement Line Plots,Independent evidence B,independent-evidence,3.MD.4
28,Tuesday,137,ma-g3-mathematics-u08-l11,8,Data: Scaled Graphs and Measurement Line Plots,Concept extension,instruction,3.OA.8;3.MD.3
28,Wednesday,138,ma-g3-mathematics-u08-l12,8,Data: Scaled Graphs and Measurement Line Plots,Applied problem solving,independent-evidence,3.MD.3;3.MD.4;MP.4
28,Thursday,139,ma-g3-mathematics-u08-l13,8,Data: Scaled Graphs and Measurement Line Plots,Performance task: plan,project,3.MD.3;3.MD.4;MP.4
28,Friday,140,ma-g3-mathematics-u08-l14,8,Data: Scaled Graphs and Measurement Line Plots,Performance task: build,project,3.MD.3;3.MD.4
29,Monday,141,ma-g3-mathematics-u08-l15,8,Data: Scaled Graphs and Measurement Line Plots,Synthesis and review,retrieval,3.MD.3;3.MD.4
29,Tuesday,142,ma-g3-mathematics-u08-l16,8,Data: Scaled Graphs and Measurement Line Plots,Unit assessment,assessment,3.MD.3;3.MD.4
29,Wednesday,143,ma-g3-mathematics-u08-l17,8,Data: Scaled Graphs and Measurement Line Plots,Targeted correction and reassessment,reassessment,3.MD.3;3.MD.4
29,Thursday,144,ma-g3-mathematics-u08-l18,8,Data: Scaled Graphs and Measurement Line Plots,"Transfer, reflection, and publication",independent-evidence,3.MD.3;MP.3
29,Friday,145,ma-g3-mathematics-u09-l01,9,Area and the Distributive Property,Launch and diagnostic,instruction,3.MD.5;MP.1
30,Monday,146,ma-g3-mathematics-u09-l02,9,Area and the Distributive Property,Concept build A,instruction,3.MD.5
30,Tuesday,147,ma-g3-mathematics-u09-l03,9,Area and the Distributive Property,Concept build B,instruction,3.MD.6
30,Wednesday,148,ma-g3-mathematics-u09-l04,9,Area and the Distributive Property,Guided practice A,guided-practice,3.MD.6
30,Thursday,149,ma-g3-mathematics-u09-l05,9,Area and the Distributive Property,Independent evidence A,independent-evidence,3.MD.5;3.MD.6
30,Friday,150,ma-g3-mathematics-u09-l06,9,Area and the Distributive Property,Concept build C,instruction,3.MD.7
31,Monday,151,ma-g3-mathematics-u09-l07,9,Area and the Distributive Property,Guided practice B,guided-practice,3.MD.7
31,Tuesday,152,ma-g3-mathematics-u09-l08,9,Area and the Distributive Property,Error analysis and repair,guided-practice,3.MD.7;MP.3
31,Wednesday,153,ma-g3-mathematics-u09-l09,9,Area and the Distributive Property,Retrieval and fluency,retrieval,3.OA.7;3.MD.7
31,Thursday,154,ma-g3-mathematics-u09-l10,9,Area and the Distributive Property,Independent evidence B,independent-evidence,3.MD.7
31,Friday,155,ma-g3-mathematics-u09-l11,9,Area and the Distributive Property,Concept extension,instruction,3.OA.5;3.MD.7;MP.7
32,Monday,156,ma-g3-mathematics-u09-l12,9,Area and the Distributive Property,Applied problem solving,independent-evidence,3.MD.7
32,Tuesday,157,ma-g3-mathematics-u09-l13,9,Area and the Distributive Property,Performance task: plan,project,3.MD.7;MP.4
32,Wednesday,158,ma-g3-mathematics-u09-l14,9,Area and the Distributive Property,Performance task: build,project,3.MD.7
32,Thursday,159,ma-g3-mathematics-u09-l15,9,Area and the Distributive Property,Synthesis and review,retrieval,3.MD.5;3.MD.6;3.MD.7
32,Friday,160,ma-g3-mathematics-u09-l16,9,Area and the Distributive Property,Unit assessment,assessment,3.MD.5;3.MD.6;3.MD.7
33,Monday,161,ma-g3-mathematics-u09-l17,9,Area and the Distributive Property,Targeted correction and reassessment,reassessment,3.MD.7
33,Tuesday,162,ma-g3-mathematics-u09-l18,9,Area and the Distributive Property,"Transfer, reflection, and publication",independent-evidence,3.MD.7;MP.4
33,Wednesday,163,ma-g3-mathematics-u10-l01,10,"Perimeter, Geometry, and Integrated Capstone",Launch and diagnostic,instruction,3.MD.8;MP.1
33,Thursday,164,ma-g3-mathematics-u10-l02,10,"Perimeter, Geometry, and Integrated Capstone",Concept build A,instruction,3.MD.8
33,Friday,165,ma-g3-mathematics-u10-l03,10,"Perimeter, Geometry, and Integrated Capstone",Concept build B,instruction,3.MD.8
34,Monday,166,ma-g3-mathematics-u10-l04,10,"Perimeter, Geometry, and Integrated Capstone",Guided practice A,guided-practice,3.MD.8
34,Tuesday,167,ma-g3-mathematics-u10-l05,10,"Perimeter, Geometry, and Integrated Capstone",Independent evidence A,independent-evidence,3.MD.8
34,Wednesday,168,ma-g3-mathematics-u10-l06,10,"Perimeter, Geometry, and Integrated Capstone",Concept build C,instruction,3.G.1
34,Thursday,169,ma-g3-mathematics-u10-l07,10,"Perimeter, Geometry, and Integrated Capstone",Guided practice B,guided-practice,3.G.1
34,Friday,170,ma-g3-mathematics-u10-l08,10,"Perimeter, Geometry, and Integrated Capstone",Error analysis and repair,guided-practice,3.G.1;MP.3
35,Monday,171,ma-g3-mathematics-u10-l09,10,"Perimeter, Geometry, and Integrated Capstone",Retrieval and fluency,retrieval,3.MD.8;3.G.1
35,Tuesday,172,ma-g3-mathematics-u10-l10,10,"Perimeter, Geometry, and Integrated Capstone",Independent evidence B,independent-evidence,3.NF.1;3.G.2
35,Wednesday,173,ma-g3-mathematics-u10-l11,10,"Perimeter, Geometry, and Integrated Capstone",Concept extension,instruction,3.MD.7;3.MD.8
35,Thursday,174,ma-g3-mathematics-u10-l12,10,"Perimeter, Geometry, and Integrated Capstone",Applied problem solving,independent-evidence,3.NF.1;3.MD.7;3.G.2
35,Friday,175,ma-g3-mathematics-u10-l13,10,"Perimeter, Geometry, and Integrated Capstone",Performance task: plan,project,3.MD.7;3.MD.8;MP.4
36,Monday,176,ma-g3-mathematics-u10-l14,10,"Perimeter, Geometry, and Integrated Capstone",Performance task: build,project,3.MD.7;3.MD.8;3.G.1
36,Tuesday,177,ma-g3-mathematics-u10-l15,10,"Perimeter, Geometry, and Integrated Capstone",Synthesis and review,retrieval,3.MD.8;3.G.1;MP.3
36,Wednesday,178,ma-g3-mathematics-u10-l16,10,"Perimeter, Geometry, and Integrated Capstone",Unit assessment,assessment,3.MD.8;3.G.1;3.G.2
36,Thursday,179,ma-g3-mathematics-u10-l17,10,"Perimeter, Geometry, and Integrated Capstone",Targeted correction and reassessment,reassessment,3.MD.8;3.G.1
36,Friday,180,ma-g3-mathematics-u10-l18,10,"Perimeter, Geometry, and Integrated Capstone","Transfer, reflection, and publication",independent-evidence,3.MD.8;3.G.1;MP.4
