course_day,week,weekday,unit_number,unit_title,lesson_id,phase,focus
25,5,5,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l07,Investigation or close reading,characters with multiple or conflicting motivations
26,6,1,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l08,Reteach and varied practice,character development across a whole text
27,6,2,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l09,Concept model C,parallel plots and ordered events
28,6,3,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l10,Discussion or problem seminar,"pacing, flashback, and manipulated time"
29,6,4,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l11,Performance task planning,theme emergence and refinement
30,6,5,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l12,Performance task build,narrative craft in original writing
31,7,1,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l13,Skill consolidation,characters with multiple or conflicting motivations
32,7,2,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l14,Transfer challenge,character development across a whole text
33,7,3,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l15,Assessment preparation,parallel plots and ordered events
34,7,4,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l16,Unit assessment,"pacing, flashback, and manipulated time"
35,7,5,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l17,Targeted correction,theme emergence and refinement
36,8,1,2,Complex Characters and Narrative Structure,ma-g9-english-language-arts-u02-l18,"Publication, presentation, or reflection",narrative craft in original writing
37,8,2,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l01,Launch and diagnostic,cumulative impact of specific word choices
38,8,3,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l02,Concept model A,connotative and figurative meaning
39,8,4,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l03,Guided practice A,technical meaning in informational text
40,8,5,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l04,Independent application A,"euphemism, oxymoron, and figures of speech"
41,9,1,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l05,Concept model B,nuance among words with similar denotations
42,9,2,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l06,Guided practice B,register and command of formal English
43,9,3,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l07,Investigation or close reading,cumulative impact of specific word choices
44,9,4,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l08,Reteach and varied practice,connotative and figurative meaning
45,9,5,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l09,Concept model C,technical meaning in informational text
46,10,1,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l10,Discussion or problem seminar,"euphemism, oxymoron, and figures of speech"
47,10,2,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l11,Performance task planning,nuance among words with similar denotations
48,10,3,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l12,Performance task build,register and command of formal English
49,10,4,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l13,Skill consolidation,cumulative impact of specific word choices
50,10,5,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l14,Transfer challenge,connotative and figurative meaning
51,11,1,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l15,Assessment preparation,technical meaning in informational text
52,11,2,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l16,Unit assessment,"euphemism, oxymoron, and figures of speech"
53,11,3,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l17,Targeted correction,nuance among words with similar denotations
54,11,4,3,"Word Choice, Tone, and Cumulative Meaning",ma-g9-english-language-arts-u03-l18,"Publication, presentation, or reflection",register and command of formal English
55,11,5,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l01,Launch and diagnostic,central idea emergence and refinement
56,12,1,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l02,Concept model A,the order in which points are made
57,12,2,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l03,Guided practice A,how sentences and paragraphs refine claims
58,12,3,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l04,Independent application A,objective summary at high-school length
59,12,4,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l05,Concept model B,formatting and graphics that aid comprehension
60,12,5,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l06,Guided practice B,precise language and domain-specific vocabulary
61,13,1,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l07,Investigation or close reading,central idea emergence and refinement
62,13,2,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l08,Reteach and varied practice,the order in which points are made
63,13,3,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l09,Concept model C,how sentences and paragraphs refine claims
64,13,4,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l10,Discussion or problem seminar,objective summary at high-school length
65,13,5,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l11,Performance task planning,formatting and graphics that aid comprehension
66,14,1,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l12,Performance task build,precise language and domain-specific vocabulary
67,14,2,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l13,Skill consolidation,central idea emergence and refinement
68,14,3,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l14,Transfer challenge,the order in which points are made
69,14,4,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l15,Assessment preparation,how sentences and paragraphs refine claims
70,14,5,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l16,Unit assessment,objective summary at high-school length
71,15,1,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l17,Targeted correction,formatting and graphics that aid comprehension
72,15,2,4,Central Ideas and Explanatory Synthesis,ma-g9-english-language-arts-u04-l18,"Publication, presentation, or reflection",precise language and domain-specific vocabulary
73,15,3,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l01,Launch and diagnostic,precise claims distinguished from opposing claims
74,15,4,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l02,Concept model A,counterclaim strengths and limitations
75,15,5,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l03,Guided practice A,valid reasoning versus sufficient evidence
76,16,1,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l04,Independent application A,false statements and fallacious reasoning
77,16,2,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l05,Concept model B,cohesion across major sections
78,16,3,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l06,Guided practice B,formal style and objective tone
79,16,4,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l07,Investigation or close reading,precise claims distinguished from opposing claims
80,16,5,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l08,Reteach and varied practice,counterclaim strengths and limitations
81,17,1,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l09,Concept model C,valid reasoning versus sufficient evidence
82,17,2,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l10,Discussion or problem seminar,false statements and fallacious reasoning
83,17,3,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l11,Performance task planning,cohesion across major sections
84,17,4,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l12,Performance task build,formal style and objective tone
85,17,5,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l13,Skill consolidation,precise claims distinguished from opposing claims
86,18,1,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l14,Transfer challenge,counterclaim strengths and limitations
87,18,2,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l15,Assessment preparation,valid reasoning versus sufficient evidence
88,18,3,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l16,Unit assessment,false statements and fallacious reasoning
89,18,4,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l17,Targeted correction,cohesion across major sections
90,18,5,5,"Argument, Counterclaim, and Valid Reasoning",ma-g9-english-language-arts-u05-l18,"Publication, presentation, or reflection",formal style and objective tone
91,19,1,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l01,Launch and diagnostic,self-generated research questions
92,19,2,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l02,Concept model A,narrowing or broadening an inquiry
93,19,3,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l03,Guided practice A,advanced search strategies
94,19,4,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l04,Independent application A,assessing a source's usefulness to the question
95,19,5,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l05,Concept model B,selective integration that maintains flow
96,20,1,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l06,Guided practice B,standard citation format and plagiarism avoidance
97,20,2,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l07,Investigation or close reading,self-generated research questions
98,20,3,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l08,Reteach and varied practice,narrowing or broadening an inquiry
99,20,4,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l09,Concept model C,advanced search strategies
100,20,5,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l10,Discussion or problem seminar,assessing a source's usefulness to the question
101,21,1,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l11,Performance task planning,selective integration that maintains flow
102,21,2,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l12,Performance task build,standard citation format and plagiarism avoidance
103,21,3,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l13,Skill consolidation,self-generated research questions
104,21,4,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l14,Transfer challenge,narrowing or broadening an inquiry
105,21,5,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l15,Assessment preparation,advanced search strategies
106,22,1,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l16,Unit assessment,assessing a source's usefulness to the question
107,22,2,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l17,Targeted correction,selective integration that maintains flow
108,22,3,6,Sustained Inquiry and Source Usefulness,ma-g9-english-language-arts-u06-l18,"Publication, presentation, or reflection",standard citation format and plagiarism avoidance
109,22,4,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l01,Launch and diagnostic,author point of view and purpose
110,22,5,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l02,Concept model A,rhetoric used to advance a purpose
111,23,1,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l03,Guided practice A,valid reasoning versus relevant and sufficient evidence
112,23,2,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l04,Independent application A,false statements in a public argument
113,23,3,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l05,Concept model B,named fallacies and how to test for them
114,23,4,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l06,Guided practice B,which details a second medium emphasizes or omits
115,23,5,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l07,Investigation or close reading,author point of view and purpose
116,24,1,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l08,Reteach and varied practice,rhetoric used to advance a purpose
117,24,2,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l09,Concept model C,valid reasoning versus relevant and sufficient evidence
118,24,3,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l10,Discussion or problem seminar,false statements in a public argument
119,24,4,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l11,Performance task planning,named fallacies and how to test for them
120,24,5,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l12,Performance task build,which details a second medium emphasizes or omits
121,25,1,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l13,Skill consolidation,author point of view and purpose
122,25,2,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l14,Transfer challenge,rhetoric used to advance a purpose
123,25,3,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l15,Assessment preparation,valid reasoning versus relevant and sufficient evidence
124,25,4,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l16,Unit assessment,false statements in a public argument
125,25,5,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l17,Targeted correction,named fallacies and how to test for them
126,26,1,7,"Rhetoric, Fallacy, and the Audited Argument",ma-g9-english-language-arts-u07-l18,"Publication, presentation, or reflection",which details a second medium emphasizes or omits
127,26,2,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l01,Launch and diagnostic,parallel structure
128,26,3,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l02,Concept model A,"participial, absolute, and other phrase types"
129,26,4,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l03,Guided practice A,"independent, relative, and adverbial clauses"
130,26,5,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l04,Independent application A,semicolons and conjunctive adverbs
131,27,1,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l05,Concept model B,colons introducing lists and quotations
132,27,2,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l06,Guided practice B,editing to a style manual
133,27,3,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l07,Investigation or close reading,parallel structure
134,27,4,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l08,Reteach and varied practice,"participial, absolute, and other phrase types"
135,27,5,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l09,Concept model C,"independent, relative, and adverbial clauses"
136,28,1,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l10,Discussion or problem seminar,semicolons and conjunctive adverbs
137,28,2,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l11,Performance task planning,colons introducing lists and quotations
138,28,3,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l12,Performance task build,editing to a style manual
139,28,4,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l13,Skill consolidation,parallel structure
140,28,5,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l14,Transfer challenge,"participial, absolute, and other phrase types"
141,29,1,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l15,Assessment preparation,"independent, relative, and adverbial clauses"
142,29,2,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l16,Unit assessment,semicolons and conjunctive adverbs
143,29,3,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l17,Targeted correction,colons introducing lists and quotations
144,29,4,8,Named Grammatical Structures and Style-Manual Conformance,ma-g9-english-language-arts-u08-l18,"Publication, presentation, or reflection",editing to a style manual
145,29,5,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l01,Launch and diagnostic,point of view from outside the United States
146,30,1,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l02,Concept model A,wide reading of world literature
147,30,2,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l03,Guided practice A,how an author transforms source material
148,30,3,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l04,Independent application A,theme across cultural contexts
149,30,4,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l05,Concept model B,comparative thesis construction
150,30,5,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l06,Guided practice B,evidence-based collegial seminar
151,31,1,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l07,Investigation or close reading,point of view from outside the United States
152,31,2,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l08,Reteach and varied practice,wide reading of world literature
153,31,3,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l09,Concept model C,how an author transforms source material
154,31,4,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l10,Discussion or problem seminar,theme across cultural contexts
155,31,5,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l11,Performance task planning,comparative thesis construction
156,32,1,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l12,Performance task build,evidence-based collegial seminar
157,32,2,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l13,Skill consolidation,point of view from outside the United States
158,32,3,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l14,Transfer challenge,wide reading of world literature
159,32,4,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l15,Assessment preparation,how an author transforms source material
160,32,5,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l16,Unit assessment,theme across cultural contexts
161,33,1,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l17,Targeted correction,comparative thesis construction
162,33,2,9,World Literature and Cultural Perspective,ma-g9-english-language-arts-u09-l18,"Publication, presentation, or reflection",evidence-based collegial seminar
163,33,3,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l01,Launch and diagnostic,writing routinely over extended and short time frames
164,33,4,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l02,Concept model A,technology for producing and updating writing
165,33,5,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l03,Guided practice A,independent reading in the 9-10 band
166,34,1,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l04,Independent application A,portfolio curation and selection rationale
167,34,2,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l05,Concept model B,"clear, concise, logical presentation"
168,34,3,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l06,Guided practice B,strategic and accessible digital media
169,34,4,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l07,Investigation or close reading,writing routinely over extended and short time frames
170,34,5,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l08,Reteach and varied practice,technology for producing and updating writing
171,35,1,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l09,Concept model C,independent reading in the 9-10 band
172,35,2,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l10,Discussion or problem seminar,portfolio curation and selection rationale
173,35,3,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l11,Performance task planning,"clear, concise, logical presentation"
174,35,4,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l12,Performance task build,strategic and accessible digital media
175,35,5,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l13,Skill consolidation,writing routinely over extended and short time frames
176,36,1,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l14,Transfer challenge,technology for producing and updating writing
177,36,2,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l15,Assessment preparation,independent reading in the 9-10 band
178,36,3,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l16,Unit assessment,portfolio curation and selection rationale
179,36,4,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l17,Targeted correction,"clear, concise, logical presentation"
180,36,5,10,"Sustained Writing, Portfolio, and Presentation",ma-g9-english-language-arts-u10-l18,"Publication, presentation, or reflection",strategic and accessible digital media
