course_day,week,weekday,unit_number,unit_title,lesson_id,phase,focus
27,6,2,2,Authorial Structure and Calculated Effect,ma-g10-english-language-arts-u02-l09,Concept model C,character interaction that advances plot or theme
28,6,3,2,Authorial Structure and Calculated Effect,ma-g10-english-language-arts-u02-l10,Discussion or problem seminar,claims refined by sections or chapters
29,6,4,2,Authorial Structure and Calculated Effect,ma-g10-english-language-arts-u02-l11,Performance task planning,narrative technique under a formal constraint
30,6,5,2,Authorial Structure and Calculated Effect,ma-g10-english-language-arts-u02-l12,Performance task build,syntax and style choices for meaning
31,7,1,2,Authorial Structure and Calculated Effect,ma-g10-english-language-arts-u02-l13,Skill consolidation,structuring a text and ordering events
32,7,2,2,Authorial Structure and Calculated Effect,ma-g10-english-language-arts-u02-l14,Transfer challenge,"manipulating time for mystery, tension, or surprise"
33,7,3,2,Authorial Structure and Calculated Effect,ma-g10-english-language-arts-u02-l15,Assessment preparation,character interaction that advances plot or theme
34,7,4,2,Authorial Structure and Calculated Effect,ma-g10-english-language-arts-u02-l16,Unit assessment,claims refined by sections or chapters
35,7,5,2,Authorial Structure and Calculated Effect,ma-g10-english-language-arts-u02-l17,Targeted correction,narrative technique under a formal constraint
36,8,1,2,Authorial Structure and Calculated Effect,ma-g10-english-language-arts-u02-l18,"Publication, presentation, or reflection",syntax and style choices for meaning
37,8,2,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l01,Launch and diagnostic,seminal U.S. documents of historical and literary significance
38,8,3,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l02,Concept model A,how documents address related themes and concepts
39,8,4,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l03,Guided practice A,author purpose advanced through rhetoric
40,8,5,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l04,Independent application A,validity of reasoning and sufficiency of evidence
41,9,1,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l05,Concept model B,fallacious reasoning in public texts
42,9,2,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l06,Guided practice B,drawing written evidence from documentary sources
43,9,3,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l07,Investigation or close reading,seminal U.S. documents of historical and literary significance
44,9,4,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l08,Reteach and varied practice,how documents address related themes and concepts
45,9,5,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l09,Concept model C,author purpose advanced through rhetoric
46,10,1,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l10,Discussion or problem seminar,validity of reasoning and sufficiency of evidence
47,10,2,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l11,Performance task planning,fallacious reasoning in public texts
48,10,3,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l12,Performance task build,drawing written evidence from documentary sources
49,10,4,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l13,Skill consolidation,seminal U.S. documents of historical and literary significance
50,10,5,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l14,Transfer challenge,how documents address related themes and concepts
51,11,1,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l15,Assessment preparation,author purpose advanced through rhetoric
52,11,2,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l16,Unit assessment,validity of reasoning and sufficiency of evidence
53,11,3,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l17,Targeted correction,fallacious reasoning in public texts
54,11,4,3,Rhetoric and Seminal U.S. Documents,ma-g10-english-language-arts-u03-l18,"Publication, presentation, or reflection",drawing written evidence from documentary sources
55,11,5,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l01,Launch and diagnostic,organizing complex ideas to make connections and distinctions
56,12,1,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l02,Concept model A,central idea shaped and refined by detail
57,12,2,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l03,Guided practice A,how an author unfolds an analysis
58,12,3,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l04,Independent application A,"figurative, connotative, and technical meaning"
59,12,4,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l05,Concept model B,appropriate and varied transitions
60,12,5,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l06,Guided practice B,"development, organization, and style fit to audience"
61,13,1,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l07,Investigation or close reading,organizing complex ideas to make connections and distinctions
62,13,2,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l08,Reteach and varied practice,central idea shaped and refined by detail
63,13,3,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l09,Concept model C,how an author unfolds an analysis
64,13,4,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l10,Discussion or problem seminar,"figurative, connotative, and technical meaning"
65,13,5,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l11,Performance task planning,appropriate and varied transitions
66,14,1,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l12,Performance task build,"development, organization, and style fit to audience"
67,14,2,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l13,Skill consolidation,organizing complex ideas to make connections and distinctions
68,14,3,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l14,Transfer challenge,central idea shaped and refined by detail
69,14,4,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l15,Assessment preparation,how an author unfolds an analysis
70,14,5,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l16,Unit assessment,"figurative, connotative, and technical meaning"
71,15,1,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l17,Targeted correction,appropriate and varied transitions
72,15,2,4,Advanced Explanatory Writing,ma-g10-english-language-arts-u04-l18,"Publication, presentation, or reflection","development, organization, and style fit to audience"
73,15,3,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l01,Launch and diagnostic,organization that clarifies claim and counterclaim relationships
74,15,4,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l02,Concept model A,anticipating audience knowledge level and concerns
75,15,5,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l03,Guided practice A,strengths and limitations of both sides
76,16,1,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l04,Independent application A,concluding sections that follow from the argument
77,16,2,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l05,Concept model B,revision focused on what is most significant
78,16,3,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l06,Guided practice B,clause and phrase variety in formal writing
79,16,4,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l07,Investigation or close reading,organization that clarifies claim and counterclaim relationships
80,16,5,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l08,Reteach and varied practice,anticipating audience knowledge level and concerns
81,17,1,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l09,Concept model C,strengths and limitations of both sides
82,17,2,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l10,Discussion or problem seminar,concluding sections that follow from the argument
83,17,3,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l11,Performance task planning,revision focused on what is most significant
84,17,4,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l12,Performance task build,clause and phrase variety in formal writing
85,17,5,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l13,Skill consolidation,organization that clarifies claim and counterclaim relationships
86,18,1,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l14,Transfer challenge,anticipating audience knowledge level and concerns
87,18,2,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l15,Assessment preparation,strengths and limitations of both sides
88,18,3,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l16,Unit assessment,concluding sections that follow from the argument
89,18,4,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l17,Targeted correction,revision focused on what is most significant
90,18,5,5,Sustained Argument and Audience Analysis,ma-g10-english-language-arts-u05-l18,"Publication, presentation, or reflection",clause and phrase variety in formal writing
91,19,1,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l01,Launch and diagnostic,designing a sustained inquiry
92,19,2,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l02,Concept model A,multiple authoritative print and digital sources
93,19,3,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l03,Guided practice A,advanced searches used effectively
94,19,4,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l04,Independent application A,synthesizing multiple sources on one subject
95,19,5,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l05,Concept model B,integrating information to maintain flow of ideas
96,20,1,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l06,Guided practice B,conforming to a style manual
97,20,2,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l07,Investigation or close reading,designing a sustained inquiry
98,20,3,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l08,Reteach and varied practice,multiple authoritative print and digital sources
99,20,4,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l09,Concept model C,advanced searches used effectively
100,20,5,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l10,Discussion or problem seminar,synthesizing multiple sources on one subject
101,21,1,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l11,Performance task planning,integrating information to maintain flow of ideas
102,21,2,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l12,Performance task build,conforming to a style manual
103,21,3,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l13,Skill consolidation,designing a sustained inquiry
104,21,4,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l14,Transfer challenge,multiple authoritative print and digital sources
105,21,5,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l15,Assessment preparation,advanced searches used effectively
106,22,1,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l16,Unit assessment,synthesizing multiple sources on one subject
107,22,2,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l17,Targeted correction,integrating information to maintain flow of ideas
108,22,3,6,Sustained Research and Source Synthesis,ma-g10-english-language-arts-u06-l18,"Publication, presentation, or reflection",conforming to a style manual
109,22,4,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l01,Launch and diagnostic,a subject or key scene in two artistic mediums
110,22,5,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l02,Concept model A,what is emphasized or absent in each treatment
111,23,1,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l03,Guided practice A,accounts of a subject told in different mediums
112,23,2,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l04,Independent application A,strategic use of digital media in presentation
113,23,3,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l05,Concept model B,credibility and accuracy across formats
114,23,4,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l06,Guided practice B,"word choice that evokes time, place, and tone"
115,23,5,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l07,Investigation or close reading,a subject or key scene in two artistic mediums
116,24,1,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l08,Reteach and varied practice,what is emphasized or absent in each treatment
117,24,2,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l09,Concept model C,accounts of a subject told in different mediums
118,24,3,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l10,Discussion or problem seminar,strategic use of digital media in presentation
119,24,4,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l11,Performance task planning,credibility and accuracy across formats
120,24,5,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l12,Performance task build,"word choice that evokes time, place, and tone"
121,25,1,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l13,Skill consolidation,a subject or key scene in two artistic mediums
122,25,2,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l14,Transfer challenge,what is emphasized or absent in each treatment
123,25,3,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l15,Assessment preparation,accounts of a subject told in different mediums
124,25,4,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l16,Unit assessment,strategic use of digital media in presentation
125,25,5,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l17,Targeted correction,credibility and accuracy across formats
126,26,1,7,"Two Mediums, One Subject",ma-g10-english-language-arts-u07-l18,"Publication, presentation, or reflection","word choice that evokes time, place, and tone"
127,26,2,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l01,Launch and diagnostic,parallel structure sustained across long passages
128,26,3,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l02,Concept model A,phrase and clause variety for interest and meaning
129,26,4,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l03,Guided practice A,semicolon and colon control
130,26,5,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l04,Independent application A,conforming work to a style manual
131,27,1,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l05,Concept model B,word-change patterns and parts of speech
132,27,2,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l06,Guided practice B,verifying a preliminary determination of meaning
133,27,3,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l07,Investigation or close reading,parallel structure sustained across long passages
134,27,4,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l08,Reteach and varied practice,phrase and clause variety for interest and meaning
135,27,5,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l09,Concept model C,semicolon and colon control
136,28,1,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l10,Discussion or problem seminar,conforming work to a style manual
137,28,2,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l11,Performance task planning,word-change patterns and parts of speech
138,28,3,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l12,Performance task build,verifying a preliminary determination of meaning
139,28,4,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l13,Skill consolidation,parallel structure sustained across long passages
140,28,5,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l14,Transfer challenge,phrase and clause variety for interest and meaning
141,29,1,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l15,Assessment preparation,semicolon and colon control
142,29,2,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l16,Unit assessment,conforming work to a style manual
143,29,3,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l17,Targeted correction,word-change patterns and parts of speech
144,29,4,8,"Style, Conventions, and the Style Manual",ma-g10-english-language-arts-u08-l18,"Publication, presentation, or reflection",verifying a preliminary determination of meaning
145,29,5,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l01,Launch and diagnostic,how an author draws on and transforms source material
146,30,1,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l02,Concept model A,point of view or cultural experience from outside the U.S.
147,30,2,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l03,Guided practice A,theme development across adaptations
148,30,3,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l04,Independent application A,mapping a literary lineage
149,30,4,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l05,Concept model B,comparative claims grounded in evidence
150,30,5,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l06,Guided practice B,propelling conversation toward larger ideas
151,31,1,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l07,Investigation or close reading,how an author draws on and transforms source material
152,31,2,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l08,Reteach and varied practice,point of view or cultural experience from outside the U.S.
153,31,3,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l09,Concept model C,theme development across adaptations
154,31,4,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l10,Discussion or problem seminar,mapping a literary lineage
155,31,5,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l11,Performance task planning,comparative claims grounded in evidence
156,32,1,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l12,Performance task build,propelling conversation toward larger ideas
157,32,2,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l13,Skill consolidation,how an author draws on and transforms source material
158,32,3,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l14,Transfer challenge,point of view or cultural experience from outside the U.S.
159,32,4,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l15,Assessment preparation,theme development across adaptations
160,32,5,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l16,Unit assessment,mapping a literary lineage
161,33,1,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l17,Targeted correction,comparative claims grounded in evidence
162,33,2,9,Source Transformation and Literary Lineage,ma-g10-english-language-arts-u09-l18,"Publication, presentation, or reflection",propelling conversation toward larger ideas
163,33,3,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l01,Launch and diagnostic,independent proficiency at the high end of the band
164,33,4,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l02,Concept model A,routine writing over extended time frames
165,33,5,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l03,Guided practice A,technology-supported publication and updating
166,34,1,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l04,Independent application A,a portfolio that argues for its own selections
167,34,2,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l05,Concept model B,presentation listeners can follow
168,34,3,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l06,Guided practice B,accessible media with captions and transcripts
169,34,4,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l07,Investigation or close reading,independent proficiency at the high end of the band
170,34,5,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l08,Reteach and varied practice,routine writing over extended time frames
171,35,1,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l09,Concept model C,technology-supported publication and updating
172,35,2,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l10,Discussion or problem seminar,a portfolio that argues for its own selections
173,35,3,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l11,Performance task planning,presentation listeners can follow
174,35,4,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l12,Performance task build,accessible media with captions and transcripts
175,35,5,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l13,Skill consolidation,independent proficiency at the high end of the band
176,36,1,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l14,Transfer challenge,routine writing over extended time frames
177,36,2,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l15,Assessment preparation,technology-supported publication and updating
178,36,3,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l16,Unit assessment,a portfolio that argues for its own selections
179,36,4,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l17,Targeted correction,presentation listeners can follow
180,36,5,10,"Independent Reading, Publication, and Defense",ma-g10-english-language-arts-u10-l18,"Publication, presentation, or reflection",accessible media with captions and transcripts
