course_id,week,session_in_week,day_of_week,course_day,unit_number,day_in_unit,lesson_id
ma-g4-science,15,2,,44,4,8,ma-g4-science-u04-l08
ma-g4-science,15,3,,45,4,9,ma-g4-science-u04-l09
ma-g4-science,16,1,,46,4,10,ma-g4-science-u04-l10
ma-g4-science,16,2,,47,4,11,ma-g4-science-u04-l11
ma-g4-science,16,3,,48,4,12,ma-g4-science-u04-l12
ma-g4-science,17,1,,49,5,1,ma-g4-science-u05-l01
ma-g4-science,17,2,,50,5,2,ma-g4-science-u05-l02
ma-g4-science,17,3,,51,5,3,ma-g4-science-u05-l03
ma-g4-science,18,1,,52,5,4,ma-g4-science-u05-l04
ma-g4-science,18,2,,53,5,5,ma-g4-science-u05-l05
ma-g4-science,18,3,,54,5,6,ma-g4-science-u05-l06
ma-g4-science,19,1,,55,5,7,ma-g4-science-u05-l07
ma-g4-science,19,2,,56,5,8,ma-g4-science-u05-l08
ma-g4-science,19,3,,57,5,9,ma-g4-science-u05-l09
ma-g4-science,20,1,,58,5,10,ma-g4-science-u05-l10
ma-g4-science,20,2,,59,5,11,ma-g4-science-u05-l11
ma-g4-science,20,3,,60,5,12,ma-g4-science-u05-l12
ma-g4-science,21,1,,61,6,1,ma-g4-science-u06-l01
ma-g4-science,21,2,,62,6,2,ma-g4-science-u06-l02
ma-g4-science,21,3,,63,6,3,ma-g4-science-u06-l03
ma-g4-science,22,1,,64,6,4,ma-g4-science-u06-l04
ma-g4-science,22,2,,65,6,5,ma-g4-science-u06-l05
ma-g4-science,22,3,,66,6,6,ma-g4-science-u06-l06
ma-g4-science,23,1,,67,6,7,ma-g4-science-u06-l07
ma-g4-science,23,2,,68,6,8,ma-g4-science-u06-l08
ma-g4-science,23,3,,69,6,9,ma-g4-science-u06-l09
ma-g4-science,24,1,,70,6,10,ma-g4-science-u06-l10
ma-g4-science,24,2,,71,6,11,ma-g4-science-u06-l11
ma-g4-science,24,3,,72,6,12,ma-g4-science-u06-l12
ma-g4-science,25,1,,73,7,1,ma-g4-science-u07-l01
ma-g4-science,25,2,,74,7,2,ma-g4-science-u07-l02
ma-g4-science,25,3,,75,7,3,ma-g4-science-u07-l03
ma-g4-science,26,1,,76,7,4,ma-g4-science-u07-l04
ma-g4-science,26,2,,77,7,5,ma-g4-science-u07-l05
ma-g4-science,26,3,,78,7,6,ma-g4-science-u07-l06
ma-g4-science,27,1,,79,7,7,ma-g4-science-u07-l07
ma-g4-science,27,2,,80,7,8,ma-g4-science-u07-l08
ma-g4-science,27,3,,81,7,9,ma-g4-science-u07-l09
ma-g4-science,28,1,,82,7,10,ma-g4-science-u07-l10
ma-g4-science,28,2,,83,7,11,ma-g4-science-u07-l11
ma-g4-science,28,3,,84,7,12,ma-g4-science-u07-l12
ma-g4-science,29,1,,85,8,1,ma-g4-science-u08-l01
ma-g4-science,29,2,,86,8,2,ma-g4-science-u08-l02
ma-g4-science,29,3,,87,8,3,ma-g4-science-u08-l03
ma-g4-science,30,1,,88,8,4,ma-g4-science-u08-l04
ma-g4-science,30,2,,89,8,5,ma-g4-science-u08-l05
ma-g4-science,30,3,,90,8,6,ma-g4-science-u08-l06
ma-g4-science,31,1,,91,8,7,ma-g4-science-u08-l07
ma-g4-science,31,2,,92,8,8,ma-g4-science-u08-l08
ma-g4-science,31,3,,93,8,9,ma-g4-science-u08-l09
ma-g4-science,32,1,,94,8,10,ma-g4-science-u08-l10
ma-g4-science,32,2,,95,8,11,ma-g4-science-u08-l11
ma-g4-science,32,3,,96,8,12,ma-g4-science-u08-l12
ma-g4-science,33,1,,97,9,1,ma-g4-science-u09-l01
ma-g4-science,33,2,,98,9,2,ma-g4-science-u09-l02
ma-g4-science,33,3,,99,9,3,ma-g4-science-u09-l03
ma-g4-science,34,1,,100,9,4,ma-g4-science-u09-l04
ma-g4-science,34,2,,101,9,5,ma-g4-science-u09-l05
ma-g4-science,34,3,,102,9,6,ma-g4-science-u09-l06
ma-g4-science,35,1,,103,9,7,ma-g4-science-u09-l07
ma-g4-science,35,2,,104,9,8,ma-g4-science-u09-l08
ma-g4-science,35,3,,105,9,9,ma-g4-science-u09-l09
ma-g4-science,36,1,,106,9,10,ma-g4-science-u09-l10
ma-g4-science,36,2,,107,9,11,ma-g4-science-u09-l11
ma-g4-science,36,3,,108,9,12,ma-g4-science-u09-l12
