course_id,week,session_in_week,day_of_week,course_day,unit_number,day_in_unit,lesson_id
ma-g3-english-language-arts,7,1,Monday,31,2,13,ma-g3-english-language-arts-u02-l13
ma-g3-english-language-arts,7,2,Tuesday,32,2,14,ma-g3-english-language-arts-u02-l14
ma-g3-english-language-arts,7,3,Wednesday,33,2,15,ma-g3-english-language-arts-u02-l15
ma-g3-english-language-arts,7,4,Thursday,34,2,16,ma-g3-english-language-arts-u02-l16
ma-g3-english-language-arts,7,5,Friday,35,2,17,ma-g3-english-language-arts-u02-l17
ma-g3-english-language-arts,8,1,Monday,36,2,18,ma-g3-english-language-arts-u02-l18
ma-g3-english-language-arts,8,2,Tuesday,37,3,1,ma-g3-english-language-arts-u03-l01
ma-g3-english-language-arts,8,3,Wednesday,38,3,2,ma-g3-english-language-arts-u03-l02
ma-g3-english-language-arts,8,4,Thursday,39,3,3,ma-g3-english-language-arts-u03-l03
ma-g3-english-language-arts,8,5,Friday,40,3,4,ma-g3-english-language-arts-u03-l04
ma-g3-english-language-arts,9,1,Monday,41,3,5,ma-g3-english-language-arts-u03-l05
ma-g3-english-language-arts,9,2,Tuesday,42,3,6,ma-g3-english-language-arts-u03-l06
ma-g3-english-language-arts,9,3,Wednesday,43,3,7,ma-g3-english-language-arts-u03-l07
ma-g3-english-language-arts,9,4,Thursday,44,3,8,ma-g3-english-language-arts-u03-l08
ma-g3-english-language-arts,9,5,Friday,45,3,9,ma-g3-english-language-arts-u03-l09
ma-g3-english-language-arts,10,1,Monday,46,3,10,ma-g3-english-language-arts-u03-l10
ma-g3-english-language-arts,10,2,Tuesday,47,3,11,ma-g3-english-language-arts-u03-l11
ma-g3-english-language-arts,10,3,Wednesday,48,3,12,ma-g3-english-language-arts-u03-l12
ma-g3-english-language-arts,10,4,Thursday,49,3,13,ma-g3-english-language-arts-u03-l13
ma-g3-english-language-arts,10,5,Friday,50,3,14,ma-g3-english-language-arts-u03-l14
ma-g3-english-language-arts,11,1,Monday,51,3,15,ma-g3-english-language-arts-u03-l15
ma-g3-english-language-arts,11,2,Tuesday,52,3,16,ma-g3-english-language-arts-u03-l16
ma-g3-english-language-arts,11,3,Wednesday,53,3,17,ma-g3-english-language-arts-u03-l17
ma-g3-english-language-arts,11,4,Thursday,54,3,18,ma-g3-english-language-arts-u03-l18
ma-g3-english-language-arts,11,5,Friday,55,4,1,ma-g3-english-language-arts-u04-l01
ma-g3-english-language-arts,12,1,Monday,56,4,2,ma-g3-english-language-arts-u04-l02
ma-g3-english-language-arts,12,2,Tuesday,57,4,3,ma-g3-english-language-arts-u04-l03
ma-g3-english-language-arts,12,3,Wednesday,58,4,4,ma-g3-english-language-arts-u04-l04
ma-g3-english-language-arts,12,4,Thursday,59,4,5,ma-g3-english-language-arts-u04-l05
ma-g3-english-language-arts,12,5,Friday,60,4,6,ma-g3-english-language-arts-u04-l06
ma-g3-english-language-arts,13,1,Monday,61,4,7,ma-g3-english-language-arts-u04-l07
ma-g3-english-language-arts,13,2,Tuesday,62,4,8,ma-g3-english-language-arts-u04-l08
ma-g3-english-language-arts,13,3,Wednesday,63,4,9,ma-g3-english-language-arts-u04-l09
ma-g3-english-language-arts,13,4,Thursday,64,4,10,ma-g3-english-language-arts-u04-l10
ma-g3-english-language-arts,13,5,Friday,65,4,11,ma-g3-english-language-arts-u04-l11
ma-g3-english-language-arts,14,1,Monday,66,4,12,ma-g3-english-language-arts-u04-l12
ma-g3-english-language-arts,14,2,Tuesday,67,4,13,ma-g3-english-language-arts-u04-l13
ma-g3-english-language-arts,14,3,Wednesday,68,4,14,ma-g3-english-language-arts-u04-l14
ma-g3-english-language-arts,14,4,Thursday,69,4,15,ma-g3-english-language-arts-u04-l15
ma-g3-english-language-arts,14,5,Friday,70,4,16,ma-g3-english-language-arts-u04-l16
ma-g3-english-language-arts,15,1,Monday,71,4,17,ma-g3-english-language-arts-u04-l17
ma-g3-english-language-arts,15,2,Tuesday,72,4,18,ma-g3-english-language-arts-u04-l18
ma-g3-english-language-arts,15,3,Wednesday,73,5,1,ma-g3-english-language-arts-u05-l01
ma-g3-english-language-arts,15,4,Thursday,74,5,2,ma-g3-english-language-arts-u05-l02
ma-g3-english-language-arts,15,5,Friday,75,5,3,ma-g3-english-language-arts-u05-l03
ma-g3-english-language-arts,16,1,Monday,76,5,4,ma-g3-english-language-arts-u05-l04
ma-g3-english-language-arts,16,2,Tuesday,77,5,5,ma-g3-english-language-arts-u05-l05
ma-g3-english-language-arts,16,3,Wednesday,78,5,6,ma-g3-english-language-arts-u05-l06
ma-g3-english-language-arts,16,4,Thursday,79,5,7,ma-g3-english-language-arts-u05-l07
ma-g3-english-language-arts,16,5,Friday,80,5,8,ma-g3-english-language-arts-u05-l08
ma-g3-english-language-arts,17,1,Monday,81,5,9,ma-g3-english-language-arts-u05-l09
ma-g3-english-language-arts,17,2,Tuesday,82,5,10,ma-g3-english-language-arts-u05-l10
ma-g3-english-language-arts,17,3,Wednesday,83,5,11,ma-g3-english-language-arts-u05-l11
ma-g3-english-language-arts,17,4,Thursday,84,5,12,ma-g3-english-language-arts-u05-l12
ma-g3-english-language-arts,17,5,Friday,85,5,13,ma-g3-english-language-arts-u05-l13
ma-g3-english-language-arts,18,1,Monday,86,5,14,ma-g3-english-language-arts-u05-l14
ma-g3-english-language-arts,18,2,Tuesday,87,5,15,ma-g3-english-language-arts-u05-l15
ma-g3-english-language-arts,18,3,Wednesday,88,5,16,ma-g3-english-language-arts-u05-l16
ma-g3-english-language-arts,18,4,Thursday,89,5,17,ma-g3-english-language-arts-u05-l17
ma-g3-english-language-arts,18,5,Friday,90,5,18,ma-g3-english-language-arts-u05-l18
ma-g3-english-language-arts,19,1,Monday,91,6,1,ma-g3-english-language-arts-u06-l01
ma-g3-english-language-arts,19,2,Tuesday,92,6,2,ma-g3-english-language-arts-u06-l02
ma-g3-english-language-arts,19,3,Wednesday,93,6,3,ma-g3-english-language-arts-u06-l03
ma-g3-english-language-arts,19,4,Thursday,94,6,4,ma-g3-english-language-arts-u06-l04
ma-g3-english-language-arts,19,5,Friday,95,6,5,ma-g3-english-language-arts-u06-l05
ma-g3-english-language-arts,20,1,Monday,96,6,6,ma-g3-english-language-arts-u06-l06
ma-g3-english-language-arts,20,2,Tuesday,97,6,7,ma-g3-english-language-arts-u06-l07
ma-g3-english-language-arts,20,3,Wednesday,98,6,8,ma-g3-english-language-arts-u06-l08
ma-g3-english-language-arts,20,4,Thursday,99,6,9,ma-g3-english-language-arts-u06-l09
ma-g3-english-language-arts,20,5,Friday,100,6,10,ma-g3-english-language-arts-u06-l10
ma-g3-english-language-arts,21,1,Monday,101,6,11,ma-g3-english-language-arts-u06-l11
ma-g3-english-language-arts,21,2,Tuesday,102,6,12,ma-g3-english-language-arts-u06-l12
ma-g3-english-language-arts,21,3,Wednesday,103,6,13,ma-g3-english-language-arts-u06-l13
ma-g3-english-language-arts,21,4,Thursday,104,6,14,ma-g3-english-language-arts-u06-l14
ma-g3-english-language-arts,21,5,Friday,105,6,15,ma-g3-english-language-arts-u06-l15
ma-g3-english-language-arts,22,1,Monday,106,6,16,ma-g3-english-language-arts-u06-l16
ma-g3-english-language-arts,22,2,Tuesday,107,6,17,ma-g3-english-language-arts-u06-l17
ma-g3-english-language-arts,22,3,Wednesday,108,6,18,ma-g3-english-language-arts-u06-l18
ma-g3-english-language-arts,22,4,Thursday,109,7,1,ma-g3-english-language-arts-u07-l01
ma-g3-english-language-arts,22,5,Friday,110,7,2,ma-g3-english-language-arts-u07-l02
ma-g3-english-language-arts,23,1,Monday,111,7,3,ma-g3-english-language-arts-u07-l03
ma-g3-english-language-arts,23,2,Tuesday,112,7,4,ma-g3-english-language-arts-u07-l04
ma-g3-english-language-arts,23,3,Wednesday,113,7,5,ma-g3-english-language-arts-u07-l05
ma-g3-english-language-arts,23,4,Thursday,114,7,6,ma-g3-english-language-arts-u07-l06
ma-g3-english-language-arts,23,5,Friday,115,7,7,ma-g3-english-language-arts-u07-l07
ma-g3-english-language-arts,24,1,Monday,116,7,8,ma-g3-english-language-arts-u07-l08
ma-g3-english-language-arts,24,2,Tuesday,117,7,9,ma-g3-english-language-arts-u07-l09
ma-g3-english-language-arts,24,3,Wednesday,118,7,10,ma-g3-english-language-arts-u07-l10
ma-g3-english-language-arts,24,4,Thursday,119,7,11,ma-g3-english-language-arts-u07-l11
ma-g3-english-language-arts,24,5,Friday,120,7,12,ma-g3-english-language-arts-u07-l12
ma-g3-english-language-arts,25,1,Monday,121,7,13,ma-g3-english-language-arts-u07-l13
ma-g3-english-language-arts,25,2,Tuesday,122,7,14,ma-g3-english-language-arts-u07-l14
ma-g3-english-language-arts,25,3,Wednesday,123,7,15,ma-g3-english-language-arts-u07-l15
ma-g3-english-language-arts,25,4,Thursday,124,7,16,ma-g3-english-language-arts-u07-l16
ma-g3-english-language-arts,25,5,Friday,125,7,17,ma-g3-english-language-arts-u07-l17
ma-g3-english-language-arts,26,1,Monday,126,7,18,ma-g3-english-language-arts-u07-l18
ma-g3-english-language-arts,26,2,Tuesday,127,8,1,ma-g3-english-language-arts-u08-l01
ma-g3-english-language-arts,26,3,Wednesday,128,8,2,ma-g3-english-language-arts-u08-l02
ma-g3-english-language-arts,26,4,Thursday,129,8,3,ma-g3-english-language-arts-u08-l03
ma-g3-english-language-arts,26,5,Friday,130,8,4,ma-g3-english-language-arts-u08-l04
ma-g3-english-language-arts,27,1,Monday,131,8,5,ma-g3-english-language-arts-u08-l05
ma-g3-english-language-arts,27,2,Tuesday,132,8,6,ma-g3-english-language-arts-u08-l06
ma-g3-english-language-arts,27,3,Wednesday,133,8,7,ma-g3-english-language-arts-u08-l07
ma-g3-english-language-arts,27,4,Thursday,134,8,8,ma-g3-english-language-arts-u08-l08
ma-g3-english-language-arts,27,5,Friday,135,8,9,ma-g3-english-language-arts-u08-l09
ma-g3-english-language-arts,28,1,Monday,136,8,10,ma-g3-english-language-arts-u08-l10
ma-g3-english-language-arts,28,2,Tuesday,137,8,11,ma-g3-english-language-arts-u08-l11
ma-g3-english-language-arts,28,3,Wednesday,138,8,12,ma-g3-english-language-arts-u08-l12
ma-g3-english-language-arts,28,4,Thursday,139,8,13,ma-g3-english-language-arts-u08-l13
ma-g3-english-language-arts,28,5,Friday,140,8,14,ma-g3-english-language-arts-u08-l14
ma-g3-english-language-arts,29,1,Monday,141,8,15,ma-g3-english-language-arts-u08-l15
ma-g3-english-language-arts,29,2,Tuesday,142,8,16,ma-g3-english-language-arts-u08-l16
ma-g3-english-language-arts,29,3,Wednesday,143,8,17,ma-g3-english-language-arts-u08-l17
ma-g3-english-language-arts,29,4,Thursday,144,8,18,ma-g3-english-language-arts-u08-l18
ma-g3-english-language-arts,29,5,Friday,145,9,1,ma-g3-english-language-arts-u09-l01
ma-g3-english-language-arts,30,1,Monday,146,9,2,ma-g3-english-language-arts-u09-l02
ma-g3-english-language-arts,30,2,Tuesday,147,9,3,ma-g3-english-language-arts-u09-l03
ma-g3-english-language-arts,30,3,Wednesday,148,9,4,ma-g3-english-language-arts-u09-l04
ma-g3-english-language-arts,30,4,Thursday,149,9,5,ma-g3-english-language-arts-u09-l05
ma-g3-english-language-arts,30,5,Friday,150,9,6,ma-g3-english-language-arts-u09-l06
ma-g3-english-language-arts,31,1,Monday,151,9,7,ma-g3-english-language-arts-u09-l07
ma-g3-english-language-arts,31,2,Tuesday,152,9,8,ma-g3-english-language-arts-u09-l08
ma-g3-english-language-arts,31,3,Wednesday,153,9,9,ma-g3-english-language-arts-u09-l09
ma-g3-english-language-arts,31,4,Thursday,154,9,10,ma-g3-english-language-arts-u09-l10
ma-g3-english-language-arts,31,5,Friday,155,9,11,ma-g3-english-language-arts-u09-l11
ma-g3-english-language-arts,32,1,Monday,156,9,12,ma-g3-english-language-arts-u09-l12
ma-g3-english-language-arts,32,2,Tuesday,157,9,13,ma-g3-english-language-arts-u09-l13
ma-g3-english-language-arts,32,3,Wednesday,158,9,14,ma-g3-english-language-arts-u09-l14
ma-g3-english-language-arts,32,4,Thursday,159,9,15,ma-g3-english-language-arts-u09-l15
ma-g3-english-language-arts,32,5,Friday,160,9,16,ma-g3-english-language-arts-u09-l16
ma-g3-english-language-arts,33,1,Monday,161,9,17,ma-g3-english-language-arts-u09-l17
ma-g3-english-language-arts,33,2,Tuesday,162,9,18,ma-g3-english-language-arts-u09-l18
ma-g3-english-language-arts,33,3,Wednesday,163,10,1,ma-g3-english-language-arts-u10-l01
ma-g3-english-language-arts,33,4,Thursday,164,10,2,ma-g3-english-language-arts-u10-l02
ma-g3-english-language-arts,33,5,Friday,165,10,3,ma-g3-english-language-arts-u10-l03
ma-g3-english-language-arts,34,1,Monday,166,10,4,ma-g3-english-language-arts-u10-l04
ma-g3-english-language-arts,34,2,Tuesday,167,10,5,ma-g3-english-language-arts-u10-l05
ma-g3-english-language-arts,34,3,Wednesday,168,10,6,ma-g3-english-language-arts-u10-l06
ma-g3-english-language-arts,34,4,Thursday,169,10,7,ma-g3-english-language-arts-u10-l07
ma-g3-english-language-arts,34,5,Friday,170,10,8,ma-g3-english-language-arts-u10-l08
ma-g3-english-language-arts,35,1,Monday,171,10,9,ma-g3-english-language-arts-u10-l09
ma-g3-english-language-arts,35,2,Tuesday,172,10,10,ma-g3-english-language-arts-u10-l10
ma-g3-english-language-arts,35,3,Wednesday,173,10,11,ma-g3-english-language-arts-u10-l11
ma-g3-english-language-arts,35,4,Thursday,174,10,12,ma-g3-english-language-arts-u10-l12
ma-g3-english-language-arts,35,5,Friday,175,10,13,ma-g3-english-language-arts-u10-l13
ma-g3-english-language-arts,36,1,Monday,176,10,14,ma-g3-english-language-arts-u10-l14
ma-g3-english-language-arts,36,2,Tuesday,177,10,15,ma-g3-english-language-arts-u10-l15
ma-g3-english-language-arts,36,3,Wednesday,178,10,16,ma-g3-english-language-arts-u10-l16
ma-g3-english-language-arts,36,4,Thursday,179,10,17,ma-g3-english-language-arts-u10-l17
ma-g3-english-language-arts,36,5,Friday,180,10,18,ma-g3-english-language-arts-u10-l18
