course_day,week,weekday,unit_number,unit_title,lesson_id,phase,focus
62,13,2,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l08,Reteach and varied practice,conventions of the discipline being written in
63,13,3,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l09,Concept model C,"hyphenation, mechanics, and correct spelling"
64,13,4,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l10,Discussion or problem seminar,resolving complex or contested usage
65,13,5,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l11,Performance task planning,varying syntax for effect with cited guidance
66,14,1,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l12,Performance task build,"metaphor, simile, and analogy to manage complexity"
67,14,2,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l13,Skill consolidation,organizing so each element builds a unified whole
68,14,3,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l14,Transfer challenge,conventions of the discipline being written in
69,14,4,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l15,Assessment preparation,"hyphenation, mechanics, and correct spelling"
70,14,5,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l16,Unit assessment,resolving complex or contested usage
71,15,1,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l17,Targeted correction,varying syntax for effect with cited guidance
72,15,2,4,Disciplinary Writing and the Style Manual,ma-g12-english-language-arts-u04-l18,"Publication, presentation, or reflection","metaphor, simile, and analogy to manage complexity"
73,15,3,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l01,Launch and diagnostic,establishing the significance of a claim
74,15,4,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l02,Concept model A,"logically sequencing claims, counterclaims, and evidence"
75,15,5,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l03,Guided practice A,"audience knowledge, values, and possible biases"
76,16,1,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l04,Independent application A,supplying the most relevant evidence for each side
77,16,2,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l05,Concept model B,varied syntax that creates cohesion
78,16,3,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l06,Guided practice B,addressing alternative or opposing perspectives
79,16,4,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l07,Investigation or close reading,establishing the significance of a claim
80,16,5,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l08,Reteach and varied practice,"logically sequencing claims, counterclaims, and evidence"
81,17,1,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l09,Concept model C,"audience knowledge, values, and possible biases"
82,17,2,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l10,Discussion or problem seminar,supplying the most relevant evidence for each side
83,17,3,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l11,Performance task planning,varied syntax that creates cohesion
84,17,4,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l12,Performance task build,addressing alternative or opposing perspectives
85,17,5,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l13,Skill consolidation,establishing the significance of a claim
86,18,1,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l14,Transfer challenge,"logically sequencing claims, counterclaims, and evidence"
87,18,2,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l15,Assessment preparation,"audience knowledge, values, and possible biases"
88,18,3,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l16,Unit assessment,supplying the most relevant evidence for each side
89,18,4,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l17,Targeted correction,varied syntax that creates cohesion
90,18,5,5,Sustained Academic Argument,ma-g12-english-language-arts-u05-l18,"Publication, presentation, or reflection",addressing alternative or opposing perspectives
91,19,1,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l01,Launch and diagnostic,rhetoric in texts where it is particularly effective
92,19,2,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l02,Concept model A,style and content contributing to power or beauty
93,19,3,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l03,Guided practice A,rhetorical features of foundational U.S. documents
94,19,4,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l04,Independent application A,"satire, irony, and understatement in public language"
95,19,5,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l05,Concept model B,assessing points of emphasis and tone
96,20,1,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l06,Guided practice B,conveying a clear and distinct perspective
97,20,2,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l07,Investigation or close reading,rhetoric in texts where it is particularly effective
98,20,3,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l08,Reteach and varied practice,style and content contributing to power or beauty
99,20,4,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l09,Concept model C,rhetorical features of foundational U.S. documents
100,20,5,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l10,Discussion or problem seminar,"satire, irony, and understatement in public language"
101,21,1,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l11,Performance task planning,assessing points of emphasis and tone
102,21,2,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l12,Performance task build,conveying a clear and distinct perspective
103,21,3,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l13,Skill consolidation,rhetoric in texts where it is particularly effective
104,21,4,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l14,Transfer challenge,style and content contributing to power or beauty
105,21,5,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l15,Assessment preparation,rhetorical features of foundational U.S. documents
106,22,1,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l16,Unit assessment,"satire, irony, and understatement in public language"
107,22,2,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l17,Targeted correction,assessing points of emphasis and tone
108,22,3,6,"Rhetoric, Power, and Public Language",ma-g12-english-language-arts-u06-l18,"Publication, presentation, or reflection",conveying a clear and distinct perspective
109,22,4,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l01,Launch and diagnostic,themes that interact to produce a complex account
110,22,5,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l02,Concept model A,the author's development and relation of elements
111,23,1,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l03,Guided practice A,"structure, overall meaning, and aesthetic impact"
112,23,2,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l04,Independent application A,multiple interpretations of one work
113,23,3,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l05,Concept model B,Shakespeare and an American dramatist
114,23,4,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l06,Guided practice B,drawing evidence for a scholarly literary claim
115,23,5,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l07,Investigation or close reading,themes that interact to produce a complex account
116,24,1,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l08,Reteach and varied practice,the author's development and relation of elements
117,24,2,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l09,Concept model C,"structure, overall meaning, and aesthetic impact"
118,24,3,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l10,Discussion or problem seminar,multiple interpretations of one work
119,24,4,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l11,Performance task planning,Shakespeare and an American dramatist
120,24,5,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l12,Performance task build,drawing evidence for a scholarly literary claim
121,25,1,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l13,Skill consolidation,themes that interact to produce a complex account
122,25,2,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l14,Transfer challenge,the author's development and relation of elements
123,25,3,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l15,Assessment preparation,"structure, overall meaning, and aesthetic impact"
124,25,4,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l16,Unit assessment,multiple interpretations of one work
125,25,5,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l17,Targeted correction,Shakespeare and an American dramatist
126,26,1,7,Literary Interpretation at Scale,ma-g12-english-language-arts-u07-l18,"Publication, presentation, or reflection",drawing evidence for a scholarly literary claim
127,26,2,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l01,Launch and diagnostic,synthesis when authoritative sources disagree
128,26,3,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l02,Concept model A,discrepancies among data and accounts
129,26,4,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l03,Guided practice A,integrating diverse formats to make a decision
130,26,5,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l04,Independent application A,selective integration that maintains flow
131,27,1,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l05,Concept model B,stating the limits of a synthesis
132,27,2,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l06,Guided practice B,how specific ideas interact and develop
133,27,3,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l07,Investigation or close reading,synthesis when authoritative sources disagree
134,27,4,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l08,Reteach and varied practice,discrepancies among data and accounts
135,27,5,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l09,Concept model C,integrating diverse formats to make a decision
136,28,1,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l10,Discussion or problem seminar,selective integration that maintains flow
137,28,2,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l11,Performance task planning,stating the limits of a synthesis
138,28,3,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l12,Performance task build,how specific ideas interact and develop
139,28,4,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l13,Skill consolidation,synthesis when authoritative sources disagree
140,28,5,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l14,Transfer challenge,discrepancies among data and accounts
141,29,1,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l15,Assessment preparation,integrating diverse formats to make a decision
142,29,2,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l16,Unit assessment,selective integration that maintains flow
143,29,3,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l17,Targeted correction,stating the limits of a synthesis
144,29,4,8,Synthesis Across Contradictory Sources,ma-g12-english-language-arts-u08-l18,"Publication, presentation, or reflection",how specific ideas interact and develop
145,29,5,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l01,Launch and diagnostic,a range of formal and informal tasks
146,30,1,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l02,Concept model A,addressing alternative or opposing perspectives
147,30,2,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l03,Guided practice A,"strategic, accessible digital media"
148,30,3,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l04,Independent application A,command of formal English when appropriate
149,30,4,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l05,Concept model B,publishing in response to ongoing feedback
150,30,5,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l06,Guided practice B,explanation matched to audience knowledge
151,31,1,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l07,Investigation or close reading,a range of formal and informal tasks
152,31,2,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l08,Reteach and varied practice,addressing alternative or opposing perspectives
153,31,3,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l09,Concept model C,"strategic, accessible digital media"
154,31,4,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l10,Discussion or problem seminar,command of formal English when appropriate
155,31,5,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l11,Performance task planning,publishing in response to ongoing feedback
156,32,1,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l12,Performance task build,explanation matched to audience knowledge
157,32,2,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l13,Skill consolidation,a range of formal and informal tasks
158,32,3,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l14,Transfer challenge,addressing alternative or opposing perspectives
159,32,4,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l15,Assessment preparation,"strategic, accessible digital media"
160,32,5,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l16,Unit assessment,command of formal English when appropriate
161,33,1,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l17,Targeted correction,publishing in response to ongoing feedback
162,33,2,9,Professional and Civic Communication,ma-g12-english-language-arts-u09-l18,"Publication, presentation, or reflection",explanation matched to audience knowledge
163,33,3,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l01,Launch and diagnostic,independent sustained research start to finish
164,33,4,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l02,Concept model A,an auditable source trail others can re-walk
165,33,5,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l03,Guided practice A,routine writing over extended time frames
166,34,1,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l04,Independent application A,defending reasoning against prepared objections
167,34,2,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l05,Concept model B,publication ethics and attribution
168,34,3,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l06,Guided practice B,postsecondary reading and writing transition
169,34,4,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l07,Investigation or close reading,independent sustained research start to finish
170,34,5,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l08,Reteach and varied practice,an auditable source trail others can re-walk
171,35,1,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l09,Concept model C,routine writing over extended time frames
172,35,2,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l10,Discussion or problem seminar,defending reasoning against prepared objections
173,35,3,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l11,Performance task planning,publication ethics and attribution
174,35,4,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l12,Performance task build,postsecondary reading and writing transition
175,35,5,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l13,Skill consolidation,independent sustained research start to finish
176,36,1,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l14,Transfer challenge,an auditable source trail others can re-walk
177,36,2,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l15,Assessment preparation,routine writing over extended time frames
178,36,3,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l16,Unit assessment,defending reasoning against prepared objections
179,36,4,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l17,Targeted correction,publication ethics and attribution
180,36,5,10,Senior Capstone: Independent Research and Defense,ma-g12-english-language-arts-u10-l18,"Publication, presentation, or reflection",postsecondary reading and writing transition
