course_day,week,weekday,unit_number,unit_title,lesson_id,phase,focus
13,7,1,2,PF2 — Buying Goods and Services: Major Purchase Analysis Under Constraint,ma-g11-financial-literacy-u02-l03,Concept model B,depreciation and resale value
14,7,2,2,PF2 — Buying Goods and Services: Major Purchase Analysis Under Constraint,ma-g11-financial-literacy-u02-l04,Guided practice,how a large purchase constrains other goals
15,8,1,2,PF2 — Buying Goods and Services: Major Purchase Analysis Under Constraint,ma-g11-financial-literacy-u02-l05,Applied simulation,negotiating position and information asymmetry
16,8,2,2,PF2 — Buying Goods and Services: Major Purchase Analysis Under Constraint,ma-g11-financial-literacy-u02-l06,Comparison and analysis,government consumer-information roles in large purchases
17,9,1,2,PF2 — Buying Goods and Services: Major Purchase Analysis Under Constraint,ma-g11-financial-literacy-u02-l07,Error and misconception analysis,total cost of ownership over a holding period
18,9,2,2,PF2 — Buying Goods and Services: Major Purchase Analysis Under Constraint,ma-g11-financial-literacy-u02-l08,Transfer to a new case,"buy, finance, lease, or delay compared"
19,10,1,2,PF2 — Buying Goods and Services: Major Purchase Analysis Under Constraint,ma-g11-financial-literacy-u02-l09,Synthesis and review,depreciation and resale value
20,10,2,2,PF2 — Buying Goods and Services: Major Purchase Analysis Under Constraint,ma-g11-financial-literacy-u02-l10,Unit performance task,how a large purchase constrains other goals
21,11,1,3,"PF3 — Budgeting and Saving: Multi-Year Planning, Inflation, and Goal Conflict",ma-g11-financial-literacy-u03-l01,Launch and diagnostic,sequencing competing multi-year goals
22,11,2,3,"PF3 — Budgeting and Saving: Multi-Year Planning, Inflation, and Goal Conflict",ma-g11-financial-literacy-u03-l02,Concept model A,inflation compounding across a decade
23,12,1,3,"PF3 — Budgeting and Saving: Multi-Year Planning, Inflation, and Goal Conflict",ma-g11-financial-literacy-u03-l03,Concept model B,income shocks and recovery planning
24,12,2,3,"PF3 — Budgeting and Saving: Multi-Year Planning, Inflation, and Goal Conflict",ma-g11-financial-literacy-u03-l04,Guided practice,time value of money applied to real choices
25,13,1,3,"PF3 — Budgeting and Saving: Multi-Year Planning, Inflation, and Goal Conflict",ma-g11-financial-literacy-u03-l05,Applied simulation,behavioural pressures on a savings plan
26,13,2,3,"PF3 — Budgeting and Saving: Multi-Year Planning, Inflation, and Goal Conflict",ma-g11-financial-literacy-u03-l06,Comparison and analysis,revising a plan without abandoning it
27,14,1,3,"PF3 — Budgeting and Saving: Multi-Year Planning, Inflation, and Goal Conflict",ma-g11-financial-literacy-u03-l07,Error and misconception analysis,sequencing competing multi-year goals
28,14,2,3,"PF3 — Budgeting and Saving: Multi-Year Planning, Inflation, and Goal Conflict",ma-g11-financial-literacy-u03-l08,Transfer to a new case,inflation compounding across a decade
29,15,1,3,"PF3 — Budgeting and Saving: Multi-Year Planning, Inflation, and Goal Conflict",ma-g11-financial-literacy-u03-l09,Synthesis and review,income shocks and recovery planning
30,15,2,3,"PF3 — Budgeting and Saving: Multi-Year Planning, Inflation, and Goal Conflict",ma-g11-financial-literacy-u03-l10,Unit performance task,time value of money applied to real choices
31,16,1,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l01,Launch and diagnostic,amortisation schedules and total interest
32,16,2,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l02,Concept model A,repayment ordering strategies compared
33,17,1,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l03,Concept model B,"refinancing, consolidation, and their tradeoffs"
34,17,2,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l04,Guided practice,student loan repayment plan structures in outline
35,18,1,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l05,Applied simulation,debt-to-income and borrowing capacity
36,18,2,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l06,Comparison and analysis,"delinquency, default, and available remedies"
37,19,1,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l07,Error and misconception analysis,amortisation schedules and total interest
38,19,2,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l08,Transfer to a new case,repayment ordering strategies compared
39,20,1,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l09,Synthesis and review,"refinancing, consolidation, and their tradeoffs"
40,20,2,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l10,Unit performance task,student loan repayment plan structures in outline
41,21,1,4,PF4 — Using Credit: Debt Strategy and Repayment Analysis,ma-g11-financial-literacy-u04-l11,Defense and extension,debt-to-income and borrowing capacity
42,21,2,5,"PF5 — Financial Investing: Portfolio Reasoning, Inflation, and Tax Effects",ma-g11-financial-literacy-u05-l01,Launch and diagnostic,"expected return, volatility, and horizon interacting"
43,22,1,5,"PF5 — Financial Investing: Portfolio Reasoning, Inflation, and Tax Effects",ma-g11-financial-literacy-u05-l02,Concept model A,after-fee and after-tax return
44,22,2,5,"PF5 — Financial Investing: Portfolio Reasoning, Inflation, and Tax Effects",ma-g11-financial-literacy-u05-l03,Concept model B,real return net of inflation
45,23,1,5,"PF5 — Financial Investing: Portfolio Reasoning, Inflation, and Tax Effects",ma-g11-financial-literacy-u05-l04,Guided practice,rebalancing rules and why they are written in advance
46,23,2,5,"PF5 — Financial Investing: Portfolio Reasoning, Inflation, and Tax Effects",ma-g11-financial-literacy-u05-l05,Applied simulation,retirement account structures in outline
47,24,1,5,"PF5 — Financial Investing: Portfolio Reasoning, Inflation, and Tax Effects",ma-g11-financial-literacy-u05-l06,Comparison and analysis,distinguishing evidence from prediction in claims
48,24,2,5,"PF5 — Financial Investing: Portfolio Reasoning, Inflation, and Tax Effects",ma-g11-financial-literacy-u05-l07,Error and misconception analysis,"expected return, volatility, and horizon interacting"
49,25,1,5,"PF5 — Financial Investing: Portfolio Reasoning, Inflation, and Tax Effects",ma-g11-financial-literacy-u05-l08,Transfer to a new case,after-fee and after-tax return
50,25,2,5,"PF5 — Financial Investing: Portfolio Reasoning, Inflation, and Tax Effects",ma-g11-financial-literacy-u05-l09,Synthesis and review,real return net of inflation
51,26,1,5,"PF5 — Financial Investing: Portfolio Reasoning, Inflation, and Tax Effects",ma-g11-financial-literacy-u05-l10,Unit performance task,rebalancing rules and why they are written in advance
52,26,2,6,PF6 — Protecting and Insuring: Risk Management Across a Household,ma-g11-financial-literacy-u06-l01,Launch and diagnostic,quantifying exposure: likelihood times severity
53,27,1,6,PF6 — Protecting and Insuring: Risk Management Across a Household,ma-g11-financial-literacy-u06-l02,Concept model A,allocating a limited protection budget
54,27,2,6,PF6 — Protecting and Insuring: Risk Management Across a Household,ma-g11-financial-literacy-u06-l03,Concept model B,self-insuring through reserves versus buying coverage
55,28,1,6,PF6 — Protecting and Insuring: Risk Management Across a Household,ma-g11-financial-literacy-u06-l04,Guided practice,coverage gaps and overlapping policies
56,28,2,6,PF6 — Protecting and Insuring: Risk Management Across a Household,ma-g11-financial-literacy-u06-l05,Applied simulation,disability and income-loss protection
57,29,1,6,PF6 — Protecting and Insuring: Risk Management Across a Household,ma-g11-financial-literacy-u06-l06,Comparison and analysis,"fraud, scam escalation, and recovery procedures"
58,29,2,6,PF6 — Protecting and Insuring: Risk Management Across a Household,ma-g11-financial-literacy-u06-l07,Error and misconception analysis,quantifying exposure: likelihood times severity
59,30,1,6,PF6 — Protecting and Insuring: Risk Management Across a Household,ma-g11-financial-literacy-u06-l08,Transfer to a new case,allocating a limited protection budget
60,30,2,6,PF6 — Protecting and Insuring: Risk Management Across a Household,ma-g11-financial-literacy-u06-l09,Synthesis and review,self-insuring through reserves versus buying coverage
61,31,1,6,PF6 — Protecting and Insuring: Risk Management Across a Household,ma-g11-financial-literacy-u06-l10,Unit performance task,coverage gaps and overlapping policies
62,31,2,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l01,Launch and diagnostic,marginal rate effects on a decision
63,32,1,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l02,Concept model A,tax-advantaged accounts as a planning tool
64,32,2,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l03,Concept model B,credits versus deductions in outline
65,33,1,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l04,Guided practice,self-employment and multiple-income tax obligations
66,33,2,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l05,Applied simulation,tax consequences of investing decisions
67,34,1,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l06,Comparison and analysis,integrating tax reasoning into a whole plan
68,34,2,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l07,Error and misconception analysis,marginal rate effects on a decision
69,35,1,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l08,Transfer to a new case,tax-advantaged accounts as a planning tool
70,35,2,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l09,Synthesis and review,credits versus deductions in outline
71,36,1,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l10,Unit performance task,self-employment and multiple-income tax obligations
72,36,2,7,PF7 — Paying Taxes: Tax Planning and Its Interaction With Everything Else,ma-g11-financial-literacy-u07-l11,Defense and extension,tax consequences of investing decisions
