status	path	source_sha256	rejected_zip_entry_sha256	corrected_zip_entry_sha256
MATCH	external-learning/capture/mapping.ts	1513040f28d8d1e2bc6aa433b5e933b2551b7c39e35dc9d78ae826ec0ab3dc24	1513040f28d8d1e2bc6aa433b5e933b2551b7c39e35dc9d78ae826ec0ab3dc24	1513040f28d8d1e2bc6aa433b5e933b2551b7c39e35dc9d78ae826ec0ab3dc24
MATCH	external-learning/capture/permissions.ts	27357c45ae381862a2293c2297112e1010598d3ef9bc7217eeea01eaa83b1b86	27357c45ae381862a2293c2297112e1010598d3ef9bc7217eeea01eaa83b1b86	27357c45ae381862a2293c2297112e1010598d3ef9bc7217eeea01eaa83b1b86
MATCH	external-learning/capture/schemas.ts	4032872af7542ab545154f8e69758a0d1570afbc01c0a95e79380e375a0927c2	4032872af7542ab545154f8e69758a0d1570afbc01c0a95e79380e375a0927c2	4032872af7542ab545154f8e69758a0d1570afbc01c0a95e79380e375a0927c2
MATCH	external-learning/capture/tsconfig.json	7a129cafa21678f3990096c192b46cadf1377707098cc5218c3b77cce0227348	7a129cafa21678f3990096c192b46cadf1377707098cc5218c3b77cce0227348	7a129cafa21678f3990096c192b46cadf1377707098cc5218c3b77cce0227348
MATCH	external-learning/capture/types.ts	518c7f8792934a430b2d1f9a956784fd2cf492ff71efd1be7c914172cd94d1e5	518c7f8792934a430b2d1f9a956784fd2cf492ff71efd1be7c914172cd94d1e5	518c7f8792934a430b2d1f9a956784fd2cf492ff71efd1be7c914172cd94d1e5
MATCH	external-learning/capture/validation.ts	8cbcce0e68901e297b16d0a6e00a0781b57c2f044b941003d10d5a851d5566c9	8cbcce0e68901e297b16d0a6e00a0781b57c2f044b941003d10d5a851d5566c9	8cbcce0e68901e297b16d0a6e00a0781b57c2f044b941003d10d5a851d5566c9
MATCH	tests/external-assignment-capture/PRIVACY-AND-VALIDATION.md	06149f6381701a3348c99949074ec106b6fdbac862b1a793017ef186328bcac5	06149f6381701a3348c99949074ec106b6fdbac862b1a793017ef186328bcac5	06149f6381701a3348c99949074ec106b6fdbac862b1a793017ef186328bcac5
MATCH	tests/external-assignment-capture/duplicate-conflict-timezone.test.ts	6e51222967e94a759283feba4f6b253da3bd6f0b01160e385166361201a81375	6e51222967e94a759283feba4f6b253da3bd6f0b01160e385166361201a81375	6e51222967e94a759283feba4f6b253da3bd6f0b01160e385166361201a81375
MATCH	tests/external-assignment-capture/evidence-lifecycle.test.ts	12a9a6381cd0c37ff8ee789ce568b019e2cb8b5131d4ca9f0571a7a3e35de05c	12a9a6381cd0c37ff8ee789ce568b019e2cb8b5131d4ca9f0571a7a3e35de05c	12a9a6381cd0c37ff8ee789ce568b019e2cb8b5131d4ca9f0571a7a3e35de05c
MATCH	tests/external-assignment-capture/extraction-confirmation.test.ts	23a0d464a794e58543b6e6cc010ed6c24129ad00f108c34dd1a0d27f1a1df22c	23a0d464a794e58543b6e6cc010ed6c24129ad00f108c34dd1a0d27f1a1df22c	23a0d464a794e58543b6e6cc010ed6c24129ad00f108c34dd1a0d27f1a1df22c
MATCH	tests/external-assignment-capture/fixtures.ts	9bc4b0ba61e1b66e0ba5fa46c15d26735cd20961fccbdd64f61a0be098369ee9	9bc4b0ba61e1b66e0ba5fa46c15d26735cd20961fccbdd64f61a0be098369ee9	9bc4b0ba61e1b66e0ba5fa46c15d26735cd20961fccbdd64f61a0be098369ee9
MATCH	tests/external-assignment-capture/permissions-privacy.test.ts	e82190d06abe5c9a9174490986df412efa0b6414bf928f67f9aa9cfe5634d1ec	e82190d06abe5c9a9174490986df412efa0b6414bf928f67f9aa9cfe5634d1ec	e82190d06abe5c9a9174490986df412efa0b6414bf928f67f9aa9cfe5634d1ec
MATCH	tests/external-assignment-capture/provider-adapters.test.ts	746af4314711c4c7a4ed2b7785891b84ff9f6ec99e03af92c646ccb74ce159ac	746af4314711c4c7a4ed2b7785891b84ff9f6ec99e03af92c646ccb74ce159ac	746af4314711c4c7a4ed2b7785891b84ff9f6ec99e03af92c646ccb74ce159ac
MATCH	tests/external-assignment-capture/runtime-validation.test.ts	ca0c85d1411e7c0798ce424153c556f8403dd19632641efb9c2d5fbc2dcd08e0	ca0c85d1411e7c0798ce424153c556f8403dd19632641efb9c2d5fbc2dcd08e0	ca0c85d1411e7c0798ce424153c556f8403dd19632641efb9c2d5fbc2dcd08e0
MATCH	tests/external-assignment-capture/tsconfig.json	2a21a5940e5dbaa15085e3dbd70e04db6b8f1d272d5cf81aa1a4d40aae508706	2a21a5940e5dbaa15085e3dbd70e04db6b8f1d272d5cf81aa1a4d40aae508706	2a21a5940e5dbaa15085e3dbd70e04db6b8f1d272d5cf81aa1a4d40aae508706
MATCH	tests/external-assignment-capture/ui-contract.test.ts	e6bdfcc65c7e06c57704bc634404ab5dc867f51cb31d275889fb6f51f18c526a	e6bdfcc65c7e06c57704bc634404ab5dc867f51cb31d275889fb6f51f18c526a	e6bdfcc65c7e06c57704bc634404ab5dc867f51cb31d275889fb6f51f18c526a
MATCH	tests/external-assignment-capture/vitest.config.ts	dbcbb184d239f5b33334be210728702b89c6614be837c221176c49686a5f1bcf	dbcbb184d239f5b33334be210728702b89c6614be837c221176c49686a5f1bcf	dbcbb184d239f5b33334be210728702b89c6614be837c221176c49686a5f1bcf
