course_id,week,session_in_week,day_of_week,course_day,unit_number,day_in_unit,lesson_id
ma-g4-physical-education,9,3,Friday,27,3,3,ma-g4-physical-education-u03-l03
ma-g4-physical-education,10,1,Monday,28,3,4,ma-g4-physical-education-u03-l04
ma-g4-physical-education,10,2,Wednesday,29,3,5,ma-g4-physical-education-u03-l05
ma-g4-physical-education,10,3,Friday,30,3,6,ma-g4-physical-education-u03-l06
ma-g4-physical-education,11,1,Monday,31,3,7,ma-g4-physical-education-u03-l07
ma-g4-physical-education,11,2,Wednesday,32,3,8,ma-g4-physical-education-u03-l08
ma-g4-physical-education,11,3,Friday,33,3,9,ma-g4-physical-education-u03-l09
ma-g4-physical-education,12,1,Monday,34,3,10,ma-g4-physical-education-u03-l10
ma-g4-physical-education,12,2,Wednesday,35,3,11,ma-g4-physical-education-u03-l11
ma-g4-physical-education,12,3,Friday,36,3,12,ma-g4-physical-education-u03-l12
ma-g4-physical-education,13,1,Monday,37,4,1,ma-g4-physical-education-u04-l01
ma-g4-physical-education,13,2,Wednesday,38,4,2,ma-g4-physical-education-u04-l02
ma-g4-physical-education,13,3,Friday,39,4,3,ma-g4-physical-education-u04-l03
ma-g4-physical-education,14,1,Monday,40,4,4,ma-g4-physical-education-u04-l04
ma-g4-physical-education,14,2,Wednesday,41,4,5,ma-g4-physical-education-u04-l05
ma-g4-physical-education,14,3,Friday,42,4,6,ma-g4-physical-education-u04-l06
ma-g4-physical-education,15,1,Monday,43,4,7,ma-g4-physical-education-u04-l07
ma-g4-physical-education,15,2,Wednesday,44,4,8,ma-g4-physical-education-u04-l08
ma-g4-physical-education,15,3,Friday,45,4,9,ma-g4-physical-education-u04-l09
ma-g4-physical-education,16,1,Monday,46,4,10,ma-g4-physical-education-u04-l10
ma-g4-physical-education,16,2,Wednesday,47,4,11,ma-g4-physical-education-u04-l11
ma-g4-physical-education,16,3,Friday,48,4,12,ma-g4-physical-education-u04-l12
ma-g4-physical-education,17,1,Monday,49,5,1,ma-g4-physical-education-u05-l01
ma-g4-physical-education,17,2,Wednesday,50,5,2,ma-g4-physical-education-u05-l02
ma-g4-physical-education,17,3,Friday,51,5,3,ma-g4-physical-education-u05-l03
ma-g4-physical-education,18,1,Monday,52,5,4,ma-g4-physical-education-u05-l04
ma-g4-physical-education,18,2,Wednesday,53,5,5,ma-g4-physical-education-u05-l05
ma-g4-physical-education,18,3,Friday,54,5,6,ma-g4-physical-education-u05-l06
ma-g4-physical-education,19,1,Monday,55,5,7,ma-g4-physical-education-u05-l07
ma-g4-physical-education,19,2,Wednesday,56,5,8,ma-g4-physical-education-u05-l08
ma-g4-physical-education,19,3,Friday,57,5,9,ma-g4-physical-education-u05-l09
ma-g4-physical-education,20,1,Monday,58,5,10,ma-g4-physical-education-u05-l10
ma-g4-physical-education,20,2,Wednesday,59,5,11,ma-g4-physical-education-u05-l11
ma-g4-physical-education,20,3,Friday,60,5,12,ma-g4-physical-education-u05-l12
ma-g4-physical-education,21,1,Monday,61,6,1,ma-g4-physical-education-u06-l01
ma-g4-physical-education,21,2,Wednesday,62,6,2,ma-g4-physical-education-u06-l02
ma-g4-physical-education,21,3,Friday,63,6,3,ma-g4-physical-education-u06-l03
ma-g4-physical-education,22,1,Monday,64,6,4,ma-g4-physical-education-u06-l04
ma-g4-physical-education,22,2,Wednesday,65,6,5,ma-g4-physical-education-u06-l05
ma-g4-physical-education,22,3,Friday,66,6,6,ma-g4-physical-education-u06-l06
ma-g4-physical-education,23,1,Monday,67,6,7,ma-g4-physical-education-u06-l07
ma-g4-physical-education,23,2,Wednesday,68,6,8,ma-g4-physical-education-u06-l08
ma-g4-physical-education,23,3,Friday,69,6,9,ma-g4-physical-education-u06-l09
ma-g4-physical-education,24,1,Monday,70,6,10,ma-g4-physical-education-u06-l10
ma-g4-physical-education,24,2,Wednesday,71,6,11,ma-g4-physical-education-u06-l11
ma-g4-physical-education,24,3,Friday,72,6,12,ma-g4-physical-education-u06-l12
ma-g4-physical-education,25,1,Monday,73,7,1,ma-g4-physical-education-u07-l01
ma-g4-physical-education,25,2,Wednesday,74,7,2,ma-g4-physical-education-u07-l02
ma-g4-physical-education,25,3,Friday,75,7,3,ma-g4-physical-education-u07-l03
ma-g4-physical-education,26,1,Monday,76,7,4,ma-g4-physical-education-u07-l04
ma-g4-physical-education,26,2,Wednesday,77,7,5,ma-g4-physical-education-u07-l05
ma-g4-physical-education,26,3,Friday,78,7,6,ma-g4-physical-education-u07-l06
ma-g4-physical-education,27,1,Monday,79,7,7,ma-g4-physical-education-u07-l07
ma-g4-physical-education,27,2,Wednesday,80,7,8,ma-g4-physical-education-u07-l08
ma-g4-physical-education,27,3,Friday,81,7,9,ma-g4-physical-education-u07-l09
ma-g4-physical-education,28,1,Monday,82,7,10,ma-g4-physical-education-u07-l10
ma-g4-physical-education,28,2,Wednesday,83,7,11,ma-g4-physical-education-u07-l11
ma-g4-physical-education,28,3,Friday,84,7,12,ma-g4-physical-education-u07-l12
ma-g4-physical-education,29,1,Monday,85,8,1,ma-g4-physical-education-u08-l01
ma-g4-physical-education,29,2,Wednesday,86,8,2,ma-g4-physical-education-u08-l02
ma-g4-physical-education,29,3,Friday,87,8,3,ma-g4-physical-education-u08-l03
ma-g4-physical-education,30,1,Monday,88,8,4,ma-g4-physical-education-u08-l04
ma-g4-physical-education,30,2,Wednesday,89,8,5,ma-g4-physical-education-u08-l05
ma-g4-physical-education,30,3,Friday,90,8,6,ma-g4-physical-education-u08-l06
ma-g4-physical-education,31,1,Monday,91,8,7,ma-g4-physical-education-u08-l07
ma-g4-physical-education,31,2,Wednesday,92,8,8,ma-g4-physical-education-u08-l08
ma-g4-physical-education,31,3,Friday,93,8,9,ma-g4-physical-education-u08-l09
ma-g4-physical-education,32,1,Monday,94,8,10,ma-g4-physical-education-u08-l10
ma-g4-physical-education,32,2,Wednesday,95,8,11,ma-g4-physical-education-u08-l11
ma-g4-physical-education,32,3,Friday,96,8,12,ma-g4-physical-education-u08-l12
ma-g4-physical-education,33,1,Monday,97,9,1,ma-g4-physical-education-u09-l01
ma-g4-physical-education,33,2,Wednesday,98,9,2,ma-g4-physical-education-u09-l02
ma-g4-physical-education,33,3,Friday,99,9,3,ma-g4-physical-education-u09-l03
ma-g4-physical-education,34,1,Monday,100,9,4,ma-g4-physical-education-u09-l04
ma-g4-physical-education,34,2,Wednesday,101,9,5,ma-g4-physical-education-u09-l05
ma-g4-physical-education,34,3,Friday,102,9,6,ma-g4-physical-education-u09-l06
ma-g4-physical-education,35,1,Monday,103,9,7,ma-g4-physical-education-u09-l07
ma-g4-physical-education,35,2,Wednesday,104,9,8,ma-g4-physical-education-u09-l08
ma-g4-physical-education,35,3,Friday,105,9,9,ma-g4-physical-education-u09-l09
ma-g4-physical-education,36,1,Monday,106,9,10,ma-g4-physical-education-u09-l10
ma-g4-physical-education,36,2,Wednesday,107,9,11,ma-g4-physical-education-u09-l11
ma-g4-physical-education,36,3,Friday,108,9,12,ma-g4-physical-education-u09-l12
