course_id,week,session_in_week,day_of_week,course_day,unit_number,day_in_unit,lesson_id
ma-g3-arts-music,13,2,Thursday,26,3,2,ma-g3-arts-music-u03-l02
ma-g3-arts-music,14,1,Tuesday,27,3,3,ma-g3-arts-music-u03-l03
ma-g3-arts-music,14,2,Thursday,28,3,4,ma-g3-arts-music-u03-l04
ma-g3-arts-music,15,1,Tuesday,29,3,5,ma-g3-arts-music-u03-l05
ma-g3-arts-music,15,2,Thursday,30,3,6,ma-g3-arts-music-u03-l06
ma-g3-arts-music,16,1,Tuesday,31,3,7,ma-g3-arts-music-u03-l07
ma-g3-arts-music,16,2,Thursday,32,3,8,ma-g3-arts-music-u03-l08
ma-g3-arts-music,17,1,Tuesday,33,3,9,ma-g3-arts-music-u03-l09
ma-g3-arts-music,17,2,Thursday,34,3,10,ma-g3-arts-music-u03-l10
ma-g3-arts-music,18,1,Tuesday,35,3,11,ma-g3-arts-music-u03-l11
ma-g3-arts-music,18,2,Thursday,36,3,12,ma-g3-arts-music-u03-l12
ma-g3-arts-music,19,1,Tuesday,37,4,1,ma-g3-arts-music-u04-l01
ma-g3-arts-music,19,2,Thursday,38,4,2,ma-g3-arts-music-u04-l02
ma-g3-arts-music,20,1,Tuesday,39,4,3,ma-g3-arts-music-u04-l03
ma-g3-arts-music,20,2,Thursday,40,4,4,ma-g3-arts-music-u04-l04
ma-g3-arts-music,21,1,Tuesday,41,4,5,ma-g3-arts-music-u04-l05
ma-g3-arts-music,21,2,Thursday,42,4,6,ma-g3-arts-music-u04-l06
ma-g3-arts-music,22,1,Tuesday,43,4,7,ma-g3-arts-music-u04-l07
ma-g3-arts-music,22,2,Thursday,44,4,8,ma-g3-arts-music-u04-l08
ma-g3-arts-music,23,1,Tuesday,45,4,9,ma-g3-arts-music-u04-l09
ma-g3-arts-music,23,2,Thursday,46,4,10,ma-g3-arts-music-u04-l10
ma-g3-arts-music,24,1,Tuesday,47,4,11,ma-g3-arts-music-u04-l11
ma-g3-arts-music,24,2,Thursday,48,4,12,ma-g3-arts-music-u04-l12
ma-g3-arts-music,25,1,Tuesday,49,5,1,ma-g3-arts-music-u05-l01
ma-g3-arts-music,25,2,Thursday,50,5,2,ma-g3-arts-music-u05-l02
ma-g3-arts-music,26,1,Tuesday,51,5,3,ma-g3-arts-music-u05-l03
ma-g3-arts-music,26,2,Thursday,52,5,4,ma-g3-arts-music-u05-l04
ma-g3-arts-music,27,1,Tuesday,53,5,5,ma-g3-arts-music-u05-l05
ma-g3-arts-music,27,2,Thursday,54,5,6,ma-g3-arts-music-u05-l06
ma-g3-arts-music,28,1,Tuesday,55,5,7,ma-g3-arts-music-u05-l07
ma-g3-arts-music,28,2,Thursday,56,5,8,ma-g3-arts-music-u05-l08
ma-g3-arts-music,29,1,Tuesday,57,5,9,ma-g3-arts-music-u05-l09
ma-g3-arts-music,29,2,Thursday,58,5,10,ma-g3-arts-music-u05-l10
ma-g3-arts-music,30,1,Tuesday,59,5,11,ma-g3-arts-music-u05-l11
ma-g3-arts-music,30,2,Thursday,60,5,12,ma-g3-arts-music-u05-l12
ma-g3-arts-music,31,1,Tuesday,61,6,1,ma-g3-arts-music-u06-l01
ma-g3-arts-music,31,2,Thursday,62,6,2,ma-g3-arts-music-u06-l02
ma-g3-arts-music,32,1,Tuesday,63,6,3,ma-g3-arts-music-u06-l03
ma-g3-arts-music,32,2,Thursday,64,6,4,ma-g3-arts-music-u06-l04
ma-g3-arts-music,33,1,Tuesday,65,6,5,ma-g3-arts-music-u06-l05
ma-g3-arts-music,33,2,Thursday,66,6,6,ma-g3-arts-music-u06-l06
ma-g3-arts-music,34,1,Tuesday,67,6,7,ma-g3-arts-music-u06-l07
ma-g3-arts-music,34,2,Thursday,68,6,8,ma-g3-arts-music-u06-l08
ma-g3-arts-music,35,1,Tuesday,69,6,9,ma-g3-arts-music-u06-l09
ma-g3-arts-music,35,2,Thursday,70,6,10,ma-g3-arts-music-u06-l10
ma-g3-arts-music,36,1,Tuesday,71,6,11,ma-g3-arts-music-u06-l11
ma-g3-arts-music,36,2,Thursday,72,6,12,ma-g3-arts-music-u06-l12
